t;x1;x2;x3;dx1;dx2;dx3;y1;y2;y3
65;0.382328296791972;0.0231789417975631;0.0838782748067139;0.00497158008161452;0.00055902119265374;0.0017582053771336;0.386189265055775;0.0217664207757433;0.0851698718222515
66;0.387299876873586;0.0237379629902169;0.0856364801838475;0.00496824979730204;0.000506418908993961;0.00166883792246392;0.385074823169261;0.0243644969620707;0.0865919391847402
67;0.392268126670889;0.0242443818992108;0.0873053181063115;0.00509217965062425;0.000506663705759483;0.0016393722559451;0.392701515081623;0.0247253189866219;0.0852357674395503
68;0.397360306321513;0.0247510456049703;0.0889446903622566;0.0049044833155083;0.000567779639862771;0.00154955811626765;0.39971910210301;0.0244224457618459;0.0891727064382768
69;0.402264789637021;0.0253188252448331;0.0904942484785242;0.00490683922418711;0.000425373803970019;0.00180526170367513;0.399760248896873;0.0289239263386459;0.0896709860318685
70;0.407171628861208;0.0257441990488031;0.0922995101821994;0.00502920987769739;0.000621458511942549;0.00170596421320411;0.399588766354028;0.0318568672253094;0.0925708581809899
71;0.412200838738906;0.0263656575607457;0.0940054743954035;0.00503357876808974;0.000605293229284803;0.00176189912556816;0.40872945119005;0.0283428049495266;0.0930877992947116
72;0.417234417506995;0.0269709507900305;0.0957673735209716;0.00487185174071936;0.000458772834568522;0.00180985946882231;0.417752348515516;0.0266207346600343;0.100752789029188
73;0.422106269247715;0.027429723624599;0.0975772329897939;0.00512296542448709;0.000685726990614543;0.00165791723853662;0.420845601156489;0.0269606090686347;0.0988852346954848
74;0.427229234672202;0.0281154506152135;0.0992351502283306;0.00473342310247832;0.00031007169707721;0.00187806595003251;0.428510553223867;0.0285138291760222;0.0963389504836629
75;0.43196265777468;0.0284255223122907;0.101113216178363;0.00471964958287063;0.000721231859391883;0.00177905615872212;0.432460154652017;0.027638928980318;0.0974055949471694
76;0.436682307357551;0.0291467541716826;0.102892272337085;0.00484700409517763;0.000667608545066055;0.00154056657821765;0.437679820101264;0.0313374882652806;0.102838366095911
77;0.441529311452728;0.0298143627167487;0.104432838915303;0.00494223520642395;0.000567924900298396;0.00187407205706647;0.442115584883385;0.0297805291765331;0.103109622605819
78;0.446471546659152;0.0303822876170471;0.106306910972369;0.00466286283806466;0.000424932591905205;0.00185422440213789;0.443700677464112;0.0265243991367917;0.103119926071386
79;0.451134409497217;0.0308072202089523;0.108161135374507;0.0049367064445448;0.000533244893201997;0.00181506528709276;0.455850794555066;0.03309184296493;0.107504134460685
80;0.456071115941762;0.0313404651021543;0.1099762006616;0.00464082436932839;0.000689446816301488;0.00170644062255472;0.451477630729682;0.0307238689564136;0.11080751335454
81;0.46071194031109;0.0320299119184558;0.111682641284155;0.00500547670494894;0.000441072604035204;0.00178191784370567;0.456233687442209;0.0319976945482293;0.114250917533427
82;0.465717417016039;0.032470984522491;0.11346455912786;0.00476901501093607;0.000599427395055904;0.00170681411743359;0.470608077076526;0.0359303924668857;0.114148172630555
83;0.470486432026975;0.0330704119175469;0.115171373245294;0.0047610168985775;0.000560664891993239;0.00167671183972551;0.471071365883419;0.0323867207957825;0.112894386144782
84;0.475247448925553;0.0336310768095401;0.116848085085019;0.00483408236033644;0.000510252567140032;0.00161086887443504;0.477983232030014;0.0354520007619596;0.119056488851267
85;0.480081531285889;0.0341413293766801;0.118458953959454;0.00465952163264766;0.000559600905294895;0.00185885271256692;0.481947579468243;0.0359944962277226;0.116245903572787
86;0.484741052918537;0.034700930281975;0.120317806672021;0.00460650288229242;0.000655733220401182;0.00163518670811315;0.484528516946777;0.0344779226828309;0.119393155636253
87;0.489347555800829;0.0353566635023762;0.121952993380135;0.00450105920726002;0.000629648587615862;0.00169956883087054;0.491578223895523;0.0345792599439786;0.118197762846108
88;0.493848615008089;0.0359863120899921;0.123652562211005;0.00468392123507538;0.000575413624418396;0.0017089450354399;0.49422116565571;0.0311245145886964;0.116634279242894
89;0.498532536243165;0.0365617257144105;0.125361507246445;0.00465686402624227;0.000566744788070575;0.00164500354969965;0.500529561162744;0.0399710688247711;0.124732470459594
90;0.503189400269407;0.0371284705024811;0.127006510796145;0.0046719943028054;0.000522638639902748;0.00161259316375964;0.500056884534723;0.0344249844140607;0.129311015165232
91;0.507861394572212;0.0376511091423838;0.128619103959904;0.00462261321857249;0.000539756968622018;0.00160108430588837;0.504668341408264;0.0405850740913544;0.124760225252995
92;0.512484007790785;0.0381908661110058;0.130220188265793;0.00471917565776947;0.000408029265058639;0.00162793174810999;0.520214740358121;0.0378905346163067;0.128752986703699
93;0.517203183448554;0.0385988953760645;0.131848120013903;0.00466110868728398;0.000555162321969026;0.0017884482906379;0.511228003514688;0.0439321683439527;0.134219125953657
94;0.521864292135838;0.0391540576980335;0.133636568304541;0.00459345851624904;0.000730673538793206;0.00183479170948295;0.526049198411025;0.0390133947649911;0.13329802637573
95;0.526457750652087;0.0398847312368267;0.135471360014023;0.00453295403920073;0.00070268409190976;0.00167302236734018;0.53138401246831;0.0379684015575806;0.130565117366361
96;0.530990704691288;0.0405874153287364;0.137144382381364;0.00443014937054531;0.000651158342006353;0.00181784601097587;0.531188251207315;0.0435603620319271;0.139832251880585
97;0.535420854061833;0.0412385736707428;0.13896222839234;0.00461572176010827;0.000614263027279897;0.00173501113726984;0.539684812867432;0.0433667818554013;0.131309361266006
98;0.540036575821942;0.0418528366980227;0.140697239529609;0.00473677852263144;0.000584027971062329;0.00178730364928648;0.540251934221074;0.0425800675413157;0.138441504752995
99;0.544773354344573;0.042436864669085;0.142484543178896;0.00465249086099262;0.000506341142519538;0.00182874425722029;0.545311429169488;0.0440154667712824;0.145522110005613
