time;x1;x2;x3
0;0.60077968;0.0022068399999999877;0.598776752
1;0.6006132160000001;0.0022068399999999877;0.598776752
2;0.60077968;0.0022068399999999877;0.5996009919999999
3;0.60077968;0.0022068399999999877;0.5996009919999999
4;0.6006132160000001;0.0022068399999999877;0.598776752
5;0.60077968;0.001875479999999985;0.5991064479999999
6;0.6006132160000001;0.0022068399999999877;0.598776752
7;0.60077968;0.0022068399999999877;0.598611904
8;0.6006132160000001;0.0022068399999999877;0.5996009919999999
9;0.60077968;0.001875479999999985;0.598776752
10;0.601112608;0.0022068399999999877;0.5996009919999999
11;0.60077968;0.001875479999999985;0.5991064479999999
12;0.601112608;0.0022068399999999877;0.5996009919999999
13;0.60077968;0.0022068399999999877;0.5996009919999999
14;0.60077968;0.0022068399999999877;0.592512528
15;0.60077968;0.001875479999999985;0.5862483039999999
16;0.60077968;0.0015441199999999822;0.579819232
17;0.595619296;0.0015441199999999822;0.573060464
18;0.5896265920000001;0.001875479999999985;0.56514776
19;0.581469856;0.0020411599999999863;0.5587186879999999
20;0.574644832;0.0022068399999999877;0.552124768
21;0.5686521280000001;0.0022068399999999877;0.543387824
22;0.562659424;0.0022068399999999877;0.5371235999999999
23;0.554336224;0.0022068399999999877;0.5288811999999999
24;0.547844128;0.0022068399999999877;0.522452128
25;0.5395209280000001;0.001875479999999985;0.516352752
26;0.533528224;0.0022068399999999877;0.510088528
27;0.5280349120000001;0.001875479999999985;0.502340672
28;0.5192123200000001;0.001875479999999985;0.49541705599999997
29;0.5142184000000001;0.0022068399999999877;0.48964737599999997
30;0.5067275200000001;0.0022068399999999877;0.48091043199999994
31;0.50090128;0.001875479999999985;0.474646208
32;0.492744544;0.001875479999999985;0.46854683199999997
33;0.48658537600000007;0.0015441199999999822;0.462612304
34;0.47859510400000005;0.001875479999999985;0.45601838399999994
35;0.474100576;0.0022068399999999877;0.450083856
36;0.46710908800000006;0.0022068399999999877;0.44217115199999996
37;0.459451744;0.0022068399999999877;0.43590692799999997
38;0.453625504;0.0022068399999999877;0.429477856
39;0.446301088;0.0022068399999999877;0.421235456
40;0.44014192;0.001875479999999985;0.41678455999999997
41;0.434482144;0.0022068399999999877;0.409696096
42;0.427157728;0.0022068399999999877;0.40343187199999997
43;0.421497952;0.0022068399999999877;0.399310672
44;0.41434000000000004;0.0015441199999999822;0.391562816
45;0.40951254400000003;0.0022068399999999877;0.38496889599999995
46;0.40385276800000003;0.0022068399999999877;0.37705619199999996
47;0.397027744;0.0022068399999999877;0.372110752
48;0.39103504;0.001875479999999985;0.36535198399999996
49;0.38470940800000003;0.0022068399999999877;0.359252608
50;0.379049632;0.001875479999999985;0.352988384
51;0.373389856;0.0015441199999999822;0.34804294399999997
52;0.36706422400000005;0.001875479999999985;0.34045993599999996
53;0.36140444800000004;0.001875479999999985;0.335019952
54;0.357575776;0.0022068399999999877;0.329250272
55;0.349751968;0.0022068399999999877;0.32117271999999997
56;0.34425865600000005;0.0015441199999999822;0.31581516
57;0.33743363200000004;0.001875479999999985;0.31086971999999996
58;0.33343849600000003;0.001875479999999985;0.30477034399999997
59;0.32777872;0.001875479999999985;0.29850612
60;0.322118944;0.001875479999999985;0.29339583199999997
61;0.31712502400000003;0.0015441199999999822;0.287131608
62;0.310799392;0.0015441199999999822;0.2795486
63;0.30488992000000004;0.0022068399999999877;0.274768008
64;0.299729536;0.0022068399999999877;0.270811656
65;0.29406976;0.001875479999999985;0.26289895199999996
66;0.289741696;0.001875479999999985;0.25910744799999996
67;0.2832496;0.0015441199999999822;0.254162008
68;0.27842214400000004;0.0015441199999999822;0.247568088
69;0.27392761600000004;0.0022068399999999877;0.242622648
70;0.267768448;0.001875479999999985;0.238006904
71;0.262108672;0.0015441199999999822;0.23157783199999998
72;0.25661536;0.0022068399999999877;0.226467544
73;0.25245376;0.001875479999999985;0.221522104
74;0.247792768;0.001875479999999985;0.21525787999999998
75;0.24329824;0.0015441199999999822;0.21080698399999998
76;0.237139072;0.0015441199999999822;0.205861544
77;0.23214515200000002;0.0015441199999999822;0.20141064799999997
78;0.227151232;0.001875479999999985;0.194981576
79;0.22298963200000002;0.001875479999999985;0.190200984
80;0.21832864000000002;0.0015441199999999822;0.18575008799999998
81;0.21283532800000002;0.001875479999999985;0.180145256
82;0.208840192;0.0022068399999999877;0.175859208
83;0.20251456;0.001875479999999985;0.17025437599999999
84;0.19901881600000002;0.0022068399999999877;0.165968328
85;0.19502368000000003;0.001875479999999985;0.16085803999999998
86;0.18936390400000003;0.0015441199999999822;0.157231384
87;0.185535232;0.0015441199999999822;0.151626552
88;0.181373632;0.0022068399999999877;0.14651626399999998
89;0.17637971200000002;0.001875479999999985;0.143054456
90;0.172384576;0.0022068399999999877;0.13777931999999998
91;0.16722419200000002;0.001875479999999985;0.133822968
92;0.163062592;0.0015441199999999822;0.129866616
93;0.1584016;0.001875479999999985;0.124756328
94;0.154572928;0.0022068399999999877;0.120799976
95;0.15074425600000002;0.001875479999999985;0.117008472
96;0.14691558400000002;0.0015441199999999822;0.112392728
97;0.1417552;0.0015441199999999822;0.10893091999999999
98;0.138092992;0.0015441199999999822;0.10513941599999999
99;0.13426432000000002;0.001875479999999985;0.100853368
100;0.129436864;0.001875479999999985;0.09722671199999999
101;0.12594112000000002;0.001875479999999985;0.093929752
102;0.122445376;0.001875479999999985;0.08914916
103;0.118949632;0.0022068399999999877;0.08601704799999998
104;0.11428864;0.0015441199999999822;0.08107160799999999
105;0.110626432;0.001875479999999985;0.07843403999999998
106;0.10646483200000001;0.001875479999999985;0.07530192799999999
107;0.103302016;0.001875479999999985;0.071180728
108;0.09914041600000001;0.0015441199999999822;0.068213464
109;0.09564467200000001;0.001875479999999985;0.064586808
110;0.092481856;0.0022068399999999877;0.060630456
111;0.08832025600000001;0.001875479999999985;0.057333495999999984
112;0.084990976;0.0015441199999999822;0.05453108000000001
113;0.081328768;0.0015441199999999822;0.05057472800000001
114;0.07833241600000002;0.0015441199999999822;0.04760746399999999
115;0.07533606400000001;0.0022068399999999877;0.044475352000000024
116;0.07167385600000001;0.001875479999999985;0.041508088
117;0.06851104;0.0013784399999999808;0.03788143199999999
118;0.06568115199999999;0.001875479999999985;0.03491416800000002
119;0.061852480000000015;0.0015441199999999822;0.032441447999999984
120;0.05868966400000003;0.0015441199999999822;0.028649943999999983
121;0.05585977600000003;0.001875479999999985;0.026012376000000004
122;0.052031103999999995;0.001875479999999985;0.02271541599999999
123;0.049367680000000025;0.001875479999999985;0.020572391999999995
124;0.046704256;0.001875479999999985;0.017934824000000016
125;0.043042048;0.001875479999999985;0.014967559999999991
126;0.04054508800000001;0.0022068399999999877;0.012494840000000007
127;0.03721580800000002;0.0015441199999999822;0.009692423999999977
128;0.03455238399999999;0.001875479999999985;0.006890008000000003
129;0.032055424;0.001875479999999985;0.006065768000000027
130;0.028892607999999986;0.001875479999999985;0.005571223999999986
131;0.026229184000000016;0.0015441199999999822;0.005571223999999986
132;0.023732224000000024;0.0022068399999999877;0.005241527999999995
133;0.02040294399999998;0.0015441199999999822;0.00507668
134;0.01807244800000002;0.001875479999999985;0.005241527999999995
135;0.015741952000000003;0.001875479999999985;0.004911832000000005
136;0.01257913599999999;0.001875479999999985;0.004911832000000005
137;0.010581567999999986;0.001875479999999985;0.004911832000000005
138;0.007418751999999973;0.0015441199999999822;0.00474698400000001
139;0.0052547199999999905;0.001875479999999985;0.004582136000000014
140;0.003923008000000006;0.0022068399999999877;0.00474698400000001
141;0.003756543999999973;0.0022068399999999877;0.00474698400000001
142;0.003423616000000018;0.0015441199999999822;0.004582136000000014
143;0.0035900799999999955;0.001875479999999985;0.00474698400000001
144;0.003423616000000018;0.001875479999999985;0.003922743999999978
145;0.003423616000000018;0.001875479999999985;0.004582136000000014
146;0.003423616000000018;0.001875479999999985;0.00474698400000001
147;0.0032571519999999854;0.001875479999999985;0.004582136000000014
148;0.0029242239999999753;0.0022068399999999877;0.00474698400000001
149;0.0032571519999999854;0.001875479999999985;0.004582136000000014
150;0.0032571519999999854;0.001875479999999985;0.004582136000000014
151;0.0032571519999999854;0.001875479999999985;0.00474698400000001
152;0.0032571519999999854;0.001875479999999985;0.00474698400000001
153;0.0029242239999999753;0.0015441199999999822;0.004582136000000014
154;0.0029242239999999753;0.001875479999999985;0.004582136000000014
155;0.0029242239999999753;0.001875479999999985;0.004582136000000014
156;0.0029242239999999753;0.0022068399999999877;0.004582136000000014
157;0.002757759999999998;0.001875479999999985;0.004582136000000014
158;0.002757759999999998;0.001875479999999985;0.004582136000000014
159;0.002757759999999998;0.0022068399999999877;0.004582136000000014
