time;y1;y2;y3;u1;v3
0;-0.0004830000000000112;-0.00028975999999997226;-0.0007287999999999739;0.00005064;0.5015967200000001
1;-0.0004830000000000112;-0.0006212800000000018;-0.0007287999999999739;0.00005064;0.50230176
2;0.0005153999999999992;-0.0007870400000000166;-0.0007287999999999739;0.00005064;0.5015967200000001
3;0.005507399999999996;-0.0006212800000000018;-0.0005639999999999534;0.00005064;0.5015967200000001
4;0.007836999999999983;-0.00028975999999997226;0.00009520000000001749;0.00005064;0.5015967200000001
5;0.011497800000000002;-0.000124000000000013;0.0007544000000000439;0.00005064;0.5008916800000001
6;0.014160200000000012;-0.000124000000000013;0.0014136000000000148;0.00005064;0.5015967200000001
7;0.0173218;-0.000124000000000013;0.0020728000000000413;0.00005064;0.5015967200000001
8;0.02031700000000003;0.000041760000000001796;0.0024024000000000267;0.00005064;0.5015967200000001
9;0.02031700000000003;0.00020752000000001658;0.003061600000000053;0.00005064;0.5015967200000001
10;0.023478600000000016;0.000041760000000001796;0.0038856000000000446;0.00005064;0.5008916800000001
11;0.02630739999999998;0.00037327999999997585;0.004709600000000036;0.00005064;0.5008916800000001
12;0.0291362;0.00037327999999997585;0.004709600000000036;0.00005064;0.5015967200000001
13;0.03146579999999999;0.0007048000000000054;0.005368800000000007;0.00005064;0.5008916800000001
14;0.033961799999999986;0.0007048000000000054;0.005863200000000013;0.00005064;0.5008916800000001
15;0.03695700000000002;0.0007048000000000054;0.006687200000000004;0.00005064;0.5008916800000001
16;0.03961940000000003;0.0010363199999999795;0.00718160000000001;0.00005064;0.5015967200000001
17;0.04244819999999999;0.0010363199999999795;0.008005600000000057;0.00005064;0.5015967200000001
18;0.04444500000000001;0.0010363199999999795;0.008335200000000043;0.00005064;0.5008916800000001
19;0.0467746;0.0010363199999999795;0.009159200000000034;0.00005064;0.5015967200000001
20;0.0467746;0.0010363199999999795;0.010148000000000046;0.00005064;0.5008916800000001
21;0.04910419999999999;0.0012020799999999943;0.010972000000000037;0.00005064;0.5008916800000001
22;0.05193300000000001;0.0012020799999999943;0.011301600000000023;0.00005064;0.50230176
23;0.05409619999999998;0.0012020799999999943;0.011301600000000023;0.00005064;0.5008916800000001
24;0.056425800000000026;0.001367840000000009;0.012125600000000014;0.00005064;0.50230176
25;0.05875540000000001;0.0012020799999999943;0.012949600000000006;0.00005064;0.5015967200000001
26;0.06125140000000001;0.001367840000000009;0.013608800000000032;0.00005064;0.5015967200000001
27;0.06308180000000002;0.001699359999999983;0.014597600000000044;0.00005064;0.50230176
28;0.06557780000000002;0.001699359999999983;0.015256800000000015;0.00005064;0.5015967200000001
29;0.067741;0.001699359999999983;0.01591600000000004;0.00005064;0.5015967200000001
30;0.0695714;0.0020308800000000127;0.01723440000000004;0.00005064;0.5008916800000001
31;0.0695714;0.0021966400000000275;0.017728800000000045;0.00005064;0.50230176
32;0.07190100000000002;0.0021966400000000275;0.01822320000000005;0.00005064;0.5015967200000001
33;0.07439700000000002;0.0026939200000000163;0.019047200000000042;0.00005064;0.5008916800000001
34;0.07639380000000001;0.0028596799999999756;0.019047200000000042;0.00005064;0.5015967200000001
35;0.0783906;0.0030254399999999904;0.019871200000000033;0.00005064;0.5008916800000001
36;0.0800546;0.00335696000000002;0.020695200000000025;0.00005064;0.5008916800000001
