time;y1;y2;y3;u1
0;-0.0013150000000000106;-0.0007870400000000166;-0.0005639999999999534;0.00010128
1;-0.0011485999999999996;-0.0007870400000000166;-0.0007287999999999739;0.00010128
2;-0.00015019999999998923;-0.0007870400000000166;-0.00023439999999996797;0.00010128
3;0.006505800000000006;-0.0007870400000000166;-0.00023439999999996797;0.00010128
4;0.013494600000000023;-0.0007870400000000166;0.00009520000000001749;0.00010128
5;0.021814600000000017;-0.00028975999999997226;0.0014136000000000148;0.00010128
6;0.027805000000000024;-0.000124000000000013;0.0020728000000000413;0.00010128
7;0.033961799999999986;0.00020752000000001658;0.0028968000000000327;0.00010128
8;0.040285000000000015;0.000041760000000001796;0.00421520000000003;0.00010128
9;0.04577619999999999;0.00037327999999997585;0.005204000000000042;0.00010128
10;0.05226580000000003;0.00037327999999997585;0.006192800000000054;0.00010128
11;0.05825619999999998;0.00037327999999997585;0.007016800000000045;0.00010128
12;0.05825619999999998;0.00037327999999997585;0.008170400000000022;0.00010128
13;0.06457940000000001;0.0008705600000000202;0.009324000000000054;0.00010128
14;0.0699042;0.0008705600000000202;0.010148000000000046;0.00010128
15;0.0758946;0.0008705600000000202;0.010148000000000046;0.00010128
16;0.08138580000000001;0.0010363199999999795;0.011796000000000029;0.00010128
17;0.08687700000000001;0.0012020799999999943;0.012949600000000006;0.00010128
18;0.09236820000000001;0.0012020799999999943;0.014268000000000003;0.00010128
19;0.097693;0.0012020799999999943;0.015256800000000015;0.00010128
20;0.1031842;0.001367840000000009;0.016740000000000033;0.00010128
21;0.10834260000000001;0.0012020799999999943;0.01822320000000005;0.00010128
22;0.11350100000000002;0.0012020799999999943;0.019541600000000048;0.00010128
23;0.11350100000000002;0.001367840000000009;0.020860000000000045;0.00010128
24;0.11899220000000002;0.001699359999999983;0.022178400000000043;0.00010128
25;0.12431700000000001;0.001367840000000009;0.023826400000000025;0.00010128
26;0.12914260000000002;0.001367840000000009;0.023826400000000025;0.00010128
27;0.134301;0.001699359999999983;0.025144800000000023;0.00010128
28;0.13912660000000002;0.0020308800000000127;0.026133600000000035;0.00010128
29;0.1441186;0.0020308800000000127;0.027616800000000052;0.00010128
30;0.1489442;0.0021966400000000275;0.02893520000000005;0.00010128
31;0.15393620000000002;0.0023623999999999867;0.030748000000000053;0.00010128
32;0.1587618;0.0026939200000000163;0.032396000000000036;0.00010128
33;0.1637538;0.0026939200000000163;0.034538400000000025;0.00010128
34;0.1637538;0.0028596799999999756;0.035362400000000016;0.00010128
35;0.168413;0.0030254399999999904;0.03734000000000004;0.00010128
36;0.1729058;0.00335696000000002;0.03832880000000005;0.00010128
37;0.177565;0.00335696000000002;0.03832880000000005;0.00010128
38;0.18205780000000002;0.0040200000000000236;0.03964720000000005;0.00010128
39;0.18671700000000002;0.004185759999999983;0.04146000000000005;0.00010128
40;0.19104340000000003;0.004683040000000027;0.043767200000000006;0.00010128
41;0.1963682;0.0048487999999999865;0.04475600000000002;0.00010128
42;0.20052820000000002;0.005180320000000016;0.046239200000000036;0.00010128
43;0.205021;0.005677600000000005;0.04788720000000002;0.00010128
44;0.209181;0.005677600000000005;0.049370400000000036;0.00010128
45;0.209181;0.006009119999999979;0.05118320000000004;0.00010128
46;0.21400660000000002;0.0063406400000000085;0.05250160000000004;0.00010128
47;0.21816660000000002;0.006837919999999997;0.05414960000000002;0.00010128
48;0.2226594;0.006837919999999997;0.05414960000000002;0.00010128
49;0.22698580000000002;0.007169440000000027;0.05563280000000004;0.00010128
50;0.2311458;0.007666720000000016;0.05744560000000004;0.00010128
51;0.23547220000000002;0.007832479999999975;0.05876400000000004;0.00010128
52;0.239965;0.008661279999999993;0.06057680000000004;0.00010128
53;0.24395860000000003;0.008827040000000008;0.062060000000000004;0.00010128
54;0.248285;0.009158559999999982;0.06354320000000002;0.00010128
55;0.25261140000000004;0.009158559999999982;0.06535600000000003;0.00010128
56;0.25261140000000004;0.009655840000000027;0.06667440000000002;0.00010128
57;0.25677140000000004;0.00998736;0.06848720000000003;0.00010128
58;0.2605986;0.010153120000000015;0.07030000000000003;0.00010128
59;0.2652578;0.010816160000000019;0.07030000000000003;0.00010128
60;0.26941780000000004;0.011147679999999993;0.07194800000000004;0.00010128
61;0.273245;0.011644959999999982;0.07326640000000004;0.00010128
62;0.2772386;0.011810719999999997;0.07540880000000003;0.00010128
63;0.281565;0.012307999999999986;0.07639760000000004;0.00010128
64;0.2855586;0.012805279999999974;0.07854000000000003;0.00010128
65;0.2897186;0.013136800000000004;0.08018800000000004;0.00010128
66;0.29371220000000003;0.013136800000000004;0.08150640000000003;0.00010128
67;0.29371220000000003;0.013302560000000019;0.08282480000000003;0.00010128
68;0.2977058;0.013965600000000022;0.08496720000000002;0.00010128
69;0.30136660000000004;0.014131359999999982;0.08628560000000002;0.00010128
70;0.30552660000000004;0.01496016;0.08628560000000002;0.00010128
71;0.3095202;0.015623200000000004;0.08793360000000003;0.00010128
72;0.3132642;0.01578896000000002;0.08925200000000003;0.00010128
73;0.31742420000000005;0.016286240000000007;0.09090000000000004;0.00010128
74;0.32141780000000003;0.016783519999999996;0.09205360000000004;0.00010128
75;0.32491220000000004;0.017115040000000026;0.09436080000000002;0.00010128
76;0.328573;0.017612320000000015;0.09584400000000004;0.00010128
77;0.33256660000000005;0.017612320000000015;0.09732720000000003;0.00010128
78;0.33256660000000005;0.018275360000000018;0.09897520000000001;0.00010128
79;0.3363938;0.018772640000000007;0.10078800000000002;0.00010128
80;0.340221;0.01910415999999998;0.10227120000000003;0.00010128
