time;y1;y2;y3;u1;v3
0;-0.0009821999999999886;-0.0007870400000000166;-0.0008935999999999944;0.00010128;0.5015967200000001
1;-0.0011485999999999996;-0.0006212800000000018;-0.0008935999999999944;0.00010128;0.5008916800000001
2;0.000016200000000021753;-0.0006212800000000018;-0.0008935999999999944;0.00010128;0.5015967200000001
3;0.010332999999999981;-0.0006212800000000018;-0.0005639999999999534;0.00010128;0.5015967200000001
4;0.01665620000000001;-0.00028975999999997226;0.00009520000000001749;0.00010128;0.5015967200000001
5;0.023145799999999994;-0.000124000000000013;0.0014136000000000148;0.00010128;0.5015967200000001
6;0.029469000000000023;-0.000124000000000013;0.0020728000000000413;0.00010128;0.5015967200000001
7;0.03595860000000001;-0.000124000000000013;0.003061600000000053;0.00010128;0.50230176
8;0.03595860000000001;0.000041760000000001796;0.004709600000000036;0.00010128;0.5015967200000001
9;0.042115400000000025;0.00037327999999997585;0.005368800000000007;0.00010128;0.5015967200000001
10;0.04827219999999999;0.00037327999999997585;0.006192800000000054;0.00010128;0.5015967200000001
11;0.05476180000000003;0.00037327999999997585;0.006192800000000054;0.00010128;0.50230176
12;0.060585799999999995;0.0007048000000000054;0.00718160000000001;0.00010128;0.5015967200000001
13;0.06674260000000001;0.0007048000000000054;0.008664800000000028;0.00010128;0.50230176
14;0.07190100000000002;0.0010363199999999795;0.009818400000000005;0.00010128;0.50230176
15;0.0775586;0.0012020799999999943;0.010972000000000037;0.00010128;0.5015967200000001
16;0.0833826;0.0012020799999999943;0.012125600000000014;0.00010128;0.5015967200000001
17;0.08870740000000002;0.0012020799999999943;0.013114400000000026;0.00010128;0.5015967200000001
18;0.09419860000000002;0.0012020799999999943;0.014597600000000044;0.00010128;0.5015967200000001
19;0.09419860000000002;0.001699359999999983;0.01591600000000004;0.00010128;0.5015967200000001
20;0.09968980000000002;0.001367840000000009;0.017564000000000024;0.00010128;0.50230176
21;0.10451540000000001;0.001699359999999983;0.019212000000000007;0.00010128;0.5015967200000001
22;0.11017300000000002;0.0021966400000000275;0.019212000000000007;0.00010128;0.5015967200000001
23;0.11566420000000002;0.0023623999999999867;0.019871200000000033;0.00010128;0.5015967200000001
24;0.1211554;0.0028596799999999756;0.021519200000000016;0.00010128;0.50230176
25;0.1254818;0.0030254399999999904;0.022837600000000013;0.00010128;0.50230176
26;0.13080660000000002;0.00335696000000002;0.024485600000000052;0.00010128;0.50230176
27;0.135965;0.003688479999999994;0.02580400000000005;0.00010128;0.5015967200000001
28;0.1411234;0.0040200000000000236;0.026792800000000006;0.00010128;0.5015967200000001
29;0.14594900000000002;0.004351519999999998;0.02877040000000003;0.00010128;0.5015967200000001
30;0.14594900000000002;0.004351519999999998;0.030418400000000012;0.00010128;0.5015967200000001
31;0.1507746;0.0048487999999999865;0.03173680000000001;0.00010128;0.5015967200000001
32;0.15560020000000002;0.005346079999999975;0.03338480000000005;0.00010128;0.50230176
33;0.1607586;0.005677600000000005;0.03338480000000005;0.00010128;0.5015967200000001
34;0.1654178;0.006174879999999994;0.03486800000000001;0.00010128;0.5015967200000001
35;0.16991060000000002;0.0066721599999999825;0.03651600000000005;0.00010128;0.5001866400000001
36;0.17440340000000001;0.006837919999999997;0.037834400000000046;0.00010128;0.5001866400000001
37;0.1793954;0.007169440000000027;0.039812000000000014;0.00010128;0.5015967200000001
38;0.18422100000000002;0.007832479999999975;0.04129520000000003;0.00010128;0.5015967200000001
39;0.18871380000000001;0.00832976000000002;0.04277840000000005;0.00010128;0.5015967200000001
40;0.1932066;0.008827040000000008;0.04459120000000005;0.00010128;0.50230176
41;0.1932066;0.008827040000000008;0.046239200000000036;0.00010128;0.5015967200000001
42;0.19803220000000002;0.009158559999999982;0.04739280000000001;0.00010128;0.50230176
43;0.20285780000000003;0.009655840000000027;0.04887600000000003;0.00010128;0.5015967200000001
44;0.20701780000000003;0.00998736;0.04887600000000003;0.00010128;0.5015967200000001
45;0.21117780000000003;0.010318879999999975;0.050688800000000034;0.00010128;0.50230176
46;0.21567060000000002;0.010981919999999978;0.05233680000000002;0.00010128;0.5015967200000001
47;0.21983060000000001;0.011644959999999982;0.05414960000000002;0.00010128;0.5015967200000001
48;0.22465620000000003;0.011976480000000012;0.0557976;0.00010128;0.50230176
49;0.22864980000000001;0.012639520000000015;0.05744560000000004;0.00010128;0.50230176
50;0.23314260000000003;0.013136800000000004;0.059093600000000024;0.00010128;0.5015967200000001
51;0.237469;0.013634079999999993;0.06057680000000004;0.00010128;0.5015967200000001
52;0.237469;0.013634079999999993;0.06255440000000001;0.00010128;0.5008916800000001
53;0.241629;0.013965600000000022;0.06403760000000003;0.00010128;0.5015967200000001
54;0.24595540000000002;0.014794399999999985;0.06568560000000001;0.00010128;0.5015967200000001
55;0.2502818;0.015125920000000015;0.06568560000000001;0.00010128;0.5015967200000001
56;0.2546082;0.01578896000000002;0.06733360000000005;0.00010128;0.5015967200000001
57;0.25843540000000004;0.016286240000000007;0.06931120000000002;0.00010128;0.5015967200000001
58;0.2630946;0.01694928000000001;0.07062960000000001;0.00010128;0.5015967200000001
59;0.2670882;0.017280799999999985;0.07260720000000004;0.00010128;0.5015967200000001
60;0.270749;0.01794383999999999;0.07425520000000002;0.00010128;0.5015967200000001
61;0.2750754;0.018606879999999992;0.07557360000000002;0.00010128;0.50230176
62;0.27940180000000003;0.01910415999999998;0.07788080000000003;0.00010128;0.50230176
63;0.27940180000000003;0.01910415999999998;0.07936400000000002;0.00010128;0.5015967200000001
64;0.2833954;0.019767199999999985;0.08101200000000003;0.00010128;0.5015967200000001
65;0.2872226;0.020098720000000014;0.08282480000000003;0.00010128;0.5015967200000001
66;0.2917154;0.021093279999999992;0.08282480000000003;0.00010128;0.50230176
67;0.2958754;0.021756319999999996;0.08414320000000003;0.00010128;0.50230176
68;0.29970260000000004;0.02241936;0.08595600000000003;0.00010128;0.5015967200000001
69;0.3036962;0.023082400000000003;0.08776880000000004;0.00010128;0.5015967200000001
70;0.3076898;0.023745440000000007;0.08908720000000003;0.00010128;0.5015967200000001
71;0.3116002;0.02440848000000001;0.09090000000000004;0.00010128;0.5015967200000001
72;0.3150946;0.025071520000000014;0.09221840000000003;0.00010128;0.5015967200000001
73;0.31975380000000003;0.025900319999999977;0.09436080000000002;0.00010128;0.5015967200000001
74;0.31975380000000003;0.025900319999999977;0.09600880000000003;0.00010128;0.5015967200000001
75;0.32308180000000003;0.02639760000000002;0.09782160000000004;0.00010128;0.5015967200000001
76;0.3267426;0.027060640000000025;0.09963440000000004;0.00010128;0.5008916800000001
77;0.33073620000000004;0.02772368000000003;0.09963440000000004;0.00010128;0.5015967200000001
78;0.3345634;0.028386719999999976;0.10111760000000003;0.00010128;0.5015967200000001
79;0.33839060000000004;0.02904975999999998;0.10293040000000003;0.00010128;0.5008916800000001
80;0.34255060000000004;0.029547040000000024;0.10424880000000003;0.00010128;0.5008916800000001
81;0.3457122;0.030707360000000017;0.10606160000000003;0.00010128;0.5008916800000001
82;0.3497058;0.03103887999999999;0.10787440000000004;0.00010128;0.5008916800000001
83;0.35353300000000004;0.031701919999999995;0.10952240000000002;0.00010128;0.5015967200000001
84;0.3571938;0.03253072000000001;0.11100560000000004;0.00010128;0.5015967200000001
85;0.3571938;0.03253072000000001;0.11281840000000001;0.00010128;0.5008916800000001
86;0.3605218;0.033028;0.11446640000000002;0.00010128;0.5015967200000001
87;0.36451540000000004;0.03402255999999998;0.11611440000000003;0.00010128;0.5015967200000001
88;0.3683426;0.034519840000000024;0.11611440000000003;0.00010128;0.5015967200000001
89;0.37200340000000004;0.0355144;0.11759760000000002;0.00010128;0.5015967200000001
90;0.375165;0.03584592000000003;0.11957520000000002;0.00010128;0.5015967200000001
91;0.3789922;0.036674719999999994;0.12105840000000004;0.00010128;0.5015967200000001
92;0.382653;0.03733776;0.12270640000000002;0.00010128;0.5015967200000001
93;0.3858146;0.037835039999999986;0.12451920000000002;0.00010128;0.5008916800000001
94;0.389309;0.03849807999999999;0.12600240000000001;0.00010128;0.5015967200000001
95;0.392637;0.03949264000000002;0.12748560000000003;0.00010128;0.5015967200000001
96;0.392637;0.03949264000000002;0.12946320000000003;0.00010128;0.5015967200000001
97;0.396797;0.03965839999999998;0.13144080000000002;0.00010128;0.5015967200000001
98;0.39995860000000005;0.040652960000000016;0.13259440000000003;0.00010128;0.5015967200000001
99;0.40312020000000004;0.04148175999999998;0.13391280000000003;0.00010128;0.5015967200000001
100;0.406781;0.04197904000000002;0.13391280000000003;0.00010128;0.5008916800000001
101;0.4104418;0.042807839999999986;0.13589040000000002;0.00010128;0.5008916800000001
102;0.41343700000000005;0.04347087999999999;0.13770320000000003;0.00010128;0.5008916800000001
103;0.41676500000000005;0.04429968000000001;0.13918640000000002;0.00010128;0.5015967200000001
104;0.4205922;0.04479696;0.14083440000000003;0.00010128;0.5015967200000001
105;0.4237538;0.04546;0.14231760000000002;0.00010128;0.5015967200000001
106;0.4270818;0.04695184000000002;0.14462480000000003;0.00010128;0.50230176
107;0.4270818;0.04695184000000002;0.14610800000000002;0.00010128;0.5015967200000001
108;0.4305762;0.047283359999999997;0.14759120000000003;0.00010128;0.5015967200000001
109;0.4337378;0.0479464;0.14940400000000004;0.00010128;0.50230176
110;0.4372322;0.04844367999999999;0.15138160000000003;0.00010128;0.5015967200000001
111;0.4415586;0.04943824000000002;0.15138160000000003;0.00010128;0.5015967200000001
