time;v3;v4;v5
15.299999999999962;5920;376;56
15.399999999999961;5920;376;56
15.499999999999961;6320;376;56
15.59999999999996;6320;376;56
15.69999999999996;6320;376;56
15.79999999999996;6616;376;56
15.89999999999996;6616;376;56
15.99999999999996;6616;376;56
16.09999999999996;7040;376;56
16.19999999999996;7040;376;56
16.29999999999996;7448;376;56
16.399999999999963;7448;392;56
16.499999999999964;7448;392;56
16.599999999999966;7856;392;56
16.699999999999967;7856;376;56
16.79999999999997;7856;376;56
16.89999999999997;8272;376;56
16.99999999999997;8272;376;40
17.099999999999973;8568;376;40
17.199999999999974;8568;376;40
17.299999999999976;8568;376;56
17.399999999999977;9000;376;56
17.49999999999998;9000;376;56
17.59999999999998;9000;376;56
17.69999999999998;9368;376;56
17.799999999999983;9368;376;56
17.899999999999984;9368;376;56
17.999999999999986;9784;376;56
18.099999999999987;9784;376;56
18.19999999999999;9784;376;56
18.29999999999999;10160;376;56
18.39999999999999;10160;392;56
18.499999999999993;10160;392;56
18.599999999999994;10576;392;56
18.699999999999996;10576;376;56
18.799999999999997;10864;376;56
18.9;10864;376;56
19;10864;376;56
19.1;11208;376;56
19.200000000000003;11208;376;56
19.300000000000004;11208;376;56
19.400000000000006;11616;376;56
19.500000000000007;11616;376;56
19.60000000000001;11616;376;56
19.70000000000001;11992;376;56
19.80000000000001;11992;376;56
19.900000000000013;11992;376;40
20.000000000000014;12432;376;40
20.100000000000016;12432;376;40
20.200000000000017;12824;376;56
20.30000000000002;12824;376;56
20.40000000000002;12824;376;56
20.50000000000002;13128;376;40
20.600000000000023;13128;376;40
20.700000000000024;13128;376;40
20.800000000000026;13528;376;40
20.900000000000027;13528;392;40
21.00000000000003;13528;392;40
21.10000000000003;13904;392;56
21.20000000000003;13904;376;56
21.300000000000033;14288;376;56
21.400000000000034;14288;376;40
21.500000000000036;14288;376;40
21.600000000000037;14352;376;40
21.70000000000004;14352;376;56
21.80000000000004;14352;376;56
21.90000000000004;14352;376;56
22.000000000000043;14352;376;56
22.100000000000044;14352;376;56
22.200000000000045;14352;376;56
22.300000000000047;14352;376;56
22.40000000000005;14344;376;56
22.50000000000005;14344;376;56
22.60000000000005;14344;376;56
22.700000000000053;14336;376;56
22.800000000000054;14336;376;56
22.900000000000055;14336;376;56
23.000000000000057;14336;376;56
23.10000000000006;14336;376;40
23.20000000000006;14336;376;40
23.30000000000006;14344;376;56
23.400000000000063;14344;376;56
23.500000000000064;14344;376;56
23.600000000000065;14344;376;56
23.700000000000067;14344;376;56
23.800000000000068;14360;376;56
23.90000000000007;14360;376;56
24.00000000000007;14344;376;40
24.100000000000072;14344;376;40
24.200000000000074;14344;376;40
24.300000000000075;14344;376;40
24.400000000000077;14344;376;40
24.500000000000078;14344;376;40
24.60000000000008;14352;376;40
24.70000000000008;14352;376;40
24.800000000000082;14352;376;56
24.900000000000084;14344;376;56
25.000000000000085;14344;376;56
25.100000000000087;14344;376;56
25.200000000000088;14344;376;56
25.30000000000009;14344;376;56
25.40000000000009;14336;376;56
25.500000000000092;14336;376;40
25.600000000000094;14336;376;40
25.700000000000095;14344;376;56
25.800000000000097;14344;376;56
25.900000000000098;14352;376;56
26.0000000000001;14352;376;40
26.1000000000001;14352;376;40
26.200000000000102;14352;376;56
26.300000000000104;14344;376;56
26.400000000000105;14344;376;56
26.500000000000107;14344;376;40
26.600000000000108;14352;376;40
26.70000000000011;14352;376;40
26.80000000000011;14352;376;56
26.900000000000112;14352;376;56
27.000000000000114;14352;376;56
27.100000000000115;14344;376;56
27.200000000000117;14344;376;56
27.300000000000118;14344;376;56
27.40000000000012;14344;376;40
27.50000000000012;14344;376;40
27.600000000000122;14344;376;56
27.700000000000124;14352;376;56
27.800000000000125;14352;376;56
27.900000000000126;14360;376;56
28.000000000000128;14360;376;40
28.10000000000013;14360;392;40
28.20000000000013;14352;392;56
28.300000000000132;14352;376;56
28.400000000000134;14352;376;56
28.500000000000135;14344;376;56
28.600000000000136;14344;376;56
28.700000000000138;14336;376;56
28.80000000000014;14336;376;56
28.90000000000014;14336;376;56
29.000000000000142;14336;376;56
29.100000000000144;14336;376;56
29.200000000000145;14336;376;40
29.300000000000146;14352;376;40
29.400000000000148;14352;376;40
29.50000000000015;14360;376;40
29.60000000000015;14360;376;40
29.700000000000152;14360;376;40
29.800000000000153;14352;376;40
29.900000000000155;14352;376;40
30.000000000000156;14352;376;56
30.100000000000158;14352;376;56
30.20000000000016;14352;376;56
30.30000000000016;14352;376;40
30.400000000000162;14352;376;40
30.500000000000163;14352;376;40
30.600000000000165;14344;376;40
30.700000000000166;14344;376;56
30.800000000000168;14344;376;56
30.90000000000017;14344;376;56
31.00000000000017;14344;376;56
31.100000000000172;14344;376;56
31.200000000000173;14360;376;40
31.300000000000175;14360;376;40
31.400000000000176;14336;376;40
31.500000000000178;14336;376;40
31.60000000000018;14336;376;40
31.70000000000018;14344;376;40
31.800000000000182;14344;376;56
31.900000000000183;14344;376;56
32.000000000000185;14344;376;56
32.100000000000186;14344;376;56
32.20000000000019;14352;376;56
32.30000000000019;14352;376;56
32.40000000000019;14352;376;40
32.50000000000019;14344;376;40
32.60000000000019;14344;376;56
32.700000000000195;14352;376;56
32.800000000000196;14352;376;56
32.9000000000002;14352;376;40
33.0000000000002;14352;376;40
33.1000000000002;14352;376;40
33.2000000000002;14344;376;40
33.3000000000002;14344;376;40
33.400000000000205;14344;376;40
33.500000000000206;14360;376;40
33.60000000000021;14360;376;40
33.70000000000021;14360;376;40
33.80000000000021;14360;376;40
33.90000000000021;14360;376;40
34.00000000000021;14360;376;40
34.100000000000215;14352;376;40
34.200000000000216;14352;376;40
34.30000000000022;14352;376;40
34.40000000000022;14344;376;40
34.50000000000022;14344;376;40
34.60000000000022;14344;376;40
34.70000000000022;14336;376;56
34.800000000000225;14336;376;56
34.900000000000226;14336;376;56
35.00000000000023;14336;376;40
35.10000000000023;14336;376;40
35.20000000000023;14336;376;40
35.30000000000023;14352;376;56
35.40000000000023;14352;384;56
35.500000000000234;14352;384;56
35.600000000000236;14336;384;56
35.70000000000024;14336;376;56
35.80000000000024;14344;376;56
35.90000000000024;14344;392;56
36.00000000000024;14344;392;56
36.10000000000024;14352;392;56
36.200000000000244;14352;376;40
36.300000000000246;14336;376;40
36.40000000000025;14336;376;40
36.50000000000025;14336;376;56
36.60000000000025;14352;376;56
36.70000000000025;14352;376;56
36.80000000000025;14352;376;56
36.900000000000254;14336;376;56
37.000000000000256;14336;376;56
37.10000000000026;14336;376;56
37.20000000000026;14352;376;56
37.30000000000026;14352;376;56
37.40000000000026;14352;376;40
37.50000000000026;14344;376;40
37.600000000000264;14344;376;40
37.700000000000266;14344;376;40
37.80000000000027;14352;376;40
37.90000000000027;14352;376;40
38.00000000000027;14352;376;40
38.10000000000027;14352;376;40
38.20000000000027;14352;376;40
38.300000000000274;14344;376;40
38.400000000000276;14344;376;40
38.50000000000028;14344;376;40
38.60000000000028;14344;376;56
38.70000000000028;14344;376;56
38.80000000000028;14352;376;56
38.90000000000028;14352;376;40
39.000000000000284;14344;376;40
39.100000000000286;14344;392;40
39.20000000000029;14344;392;56
39.30000000000029;14344;376;56
39.40000000000029;14360;376;56
39.50000000000029;14360;376;56
39.60000000000029;14360;376;56
39.700000000000294;14344;376;56
39.800000000000296;14344;376;56
39.9000000000003;14344;376;56
40.0000000000003;14344;376;56
40.1000000000003;14344;376;40
40.2000000000003;14344;376;40
40.3000000000003;14352;376;40
40.400000000000304;14352;376;40
40.500000000000306;14352;376;40
40.60000000000031;14344;392;40
40.70000000000031;14344;392;40
40.80000000000031;14344;392;40
40.90000000000031;14344;376;40
41.00000000000031;14344;376;40
41.100000000000314;14344;376;40
41.200000000000315;14344;376;40
41.30000000000032;14344;376;56
41.40000000000032;14344;376;56
41.50000000000032;14344;376;56
41.60000000000032;14344;376;56
41.70000000000032;14144;376;56
41.800000000000324;14144;376;56
41.900000000000325;14144;376;56
42.00000000000033;13760;376;56
42.10000000000033;13760;376;56
42.20000000000033;13760;376;40
42.30000000000033;13368;376;40
42.40000000000033;13368;376;56
42.500000000000334;13368;376;56
42.600000000000335;12984;392;56
42.70000000000034;12984;392;40
42.80000000000034;12984;392;40
42.90000000000034;12600;376;40
43.00000000000034;12600;376;40
43.10000000000034;12600;376;40
43.200000000000344;12192;376;40
43.300000000000345;12192;376;40
43.40000000000035;12192;376;40
43.50000000000035;11800;376;40
43.60000000000035;11800;376;56
43.70000000000035;11424;376;56
43.80000000000035;11424;376;56
43.900000000000354;11424;376;56
44.000000000000355;11128;376;56
44.10000000000036;11128;376;40
44.20000000000036;10768;376;40
44.30000000000036;10768;376;40
44.40000000000036;10768;376;56
44.50000000000036;10400;376;56
44.600000000000364;10400;376;56
44.700000000000365;10400;376;40
44.80000000000037;10088;376;40
44.90000000000037;10088;376;40
45.00000000000037;10088;376;40
45.10000000000037;9704;376;40
45.20000000000037;9704;376;40
45.300000000000374;9320;376;56
45.400000000000375;9320;376;56
45.50000000000038;9320;376;56
45.60000000000038;9040;376;40
45.70000000000038;9040;376;40
45.80000000000038;8632;376;40
45.90000000000038;8632;376;56
46.000000000000384;8632;376;56
46.100000000000385;8200;376;56
46.20000000000039;8200;376;40
46.30000000000039;7880;376;40
46.40000000000039;7880;376;40
46.50000000000039;7880;376;40
46.60000000000039;7472;376;40
46.700000000000394;7472;376;40
46.800000000000395;7160;376;40
46.9000000000004;7160;376;40
47.0000000000004;7160;376;56
47.1000000000004;6752;376;56
47.2000000000004;6752;376;56
47.3000000000004;6440;376;56
47.400000000000404;6440;392;40
47.500000000000405;6440;392;40
47.600000000000406;6016;392;40
47.70000000000041;6016;376;56
47.80000000000041;6016;376;56
47.90000000000041;5616;376;56
48.00000000000041;5616;376;56
48.10000000000041;5616;376;56
48.200000000000415;5224;376;40
48.300000000000416;5224;376;40
48.40000000000042;4936;376;40
48.50000000000042;4936;376;40
48.60000000000042;4936;376;40
48.70000000000042;4536;376;40
48.80000000000042;4536;376;40
48.900000000000425;4536;376;40
49.000000000000426;4168;376;40
49.10000000000043;4168;376;56
49.20000000000043;4168;376;56
49.30000000000043;3792;376;56
49.40000000000043;3792;376;56
49.50000000000043;3504;376;56
49.600000000000435;3504;376;56
49.700000000000436;3504;376;56
49.80000000000044;3112;376;56
49.90000000000044;3112;376;56
50.00000000000044;3112;376;40
50.10000000000044;2992;376;40
50.20000000000044;2992;376;40
50.300000000000445;2992;376;40
50.400000000000446;3000;376;40
50.50000000000045;3000;376;40
50.60000000000045;3000;376;40
50.70000000000045;3000;376;40
50.80000000000045;3000;376;40
50.90000000000045;3000;376;56
51.000000000000455;3000;376;56
51.100000000000456;3000;376;56
51.20000000000046;3000;376;40
51.30000000000046;3000;376;40
51.40000000000046;3000;376;56
51.50000000000046;3000;376;56
51.60000000000046;3000;376;56
51.700000000000465;3000;376;40
51.800000000000466;3000;376;40
51.90000000000047;3000;376;40
52.00000000000047;3000;376;40
52.10000000000047;3000;376;40
52.20000000000047;3000;376;40
52.30000000000047;3000;376;40
52.400000000000475;3000;376;40
52.500000000000476;3000;376;40
52.60000000000048;3000;376;56
52.70000000000048;3000;376;56
52.80000000000048;3000;376;56
52.90000000000048;3000;376;40
53.00000000000048;2992;376;40
53.100000000000485;2992;376;40
53.200000000000486;3000;376;56
53.30000000000049;3000;376;56
53.40000000000049;3000;376;56
53.50000000000049;3000;376;56
53.60000000000049;3000;376;56
53.70000000000049;2992;376;56
53.800000000000495;2992;376;56
53.900000000000496;2992;376;56
54.0000000000005;3000;376;56
54.1000000000005;3000;376;56
54.2000000000005;3000;376;56
54.3000000000005;3000;376;56
54.4000000000005;3000;376;40
54.500000000000504;3000;376;40
54.600000000000506;2992;376;40
54.70000000000051;2992;376;40
54.80000000000051;2992;376;40
54.90000000000051;3000;376;56
55.00000000000051;3000;376;56
55.10000000000051;3000;376;56
55.200000000000514;3000;376;56
55.300000000000516;3000;376;56
55.40000000000052;3000;376;56
55.50000000000052;3000;376;56
55.60000000000052;2992;376;56
55.70000000000052;2992;376;40
55.80000000000052;2992;376;40
55.900000000000524;3000;376;40
56.000000000000526;3000;376;56
56.10000000000053;3000;376;56
56.20000000000053;3000;376;56
56.30000000000053;3000;376;40
56.40000000000053;3000;376;40
56.50000000000053;3000;376;40
56.600000000000534;3000;376;56
56.700000000000536;3000;376;56
56.80000000000054;3000;376;56
56.90000000000054;3000;376;56
57.00000000000054;3000;376;56
57.10000000000054;3000;376;56
57.20000000000054;3000;376;40
57.300000000000544;3000;440;40
57.400000000000546;3000;440;40
57.50000000000055;3000;648;56
57.60000000000055;3000;648;56
57.70000000000055;3000;648;56
57.80000000000055;3000;992;56
57.90000000000055;3000;992;56
58.000000000000554;2992;992;56
58.100000000000556;2992;1376;40
58.20000000000056;2992;1376;40
58.30000000000056;2992;1376;40
58.40000000000056;3000;1752;40
58.50000000000056;3000;1752;40
58.60000000000056;3000;1752;40
58.700000000000564;3000;2064;56
58.800000000000566;3000;2064;56
58.90000000000057;3000;2424;56
59.00000000000057;3000;2424;56
59.10000000000057;3000;2424;56
59.20000000000057;3000;2672;56
59.30000000000057;3000;2672;40
59.400000000000574;3000;2672;40
59.500000000000576;3000;3056;40
59.60000000000058;3000;3056;40
59.70000000000058;3000;3056;40
59.80000000000058;3000;3424;40
59.90000000000058;3000;3424;56
60.00000000000058;3000;3784;56
60.100000000000584;3000;3784;56
60.200000000000585;3000;3784;40
60.30000000000059;3000;4136;40
60.40000000000059;3000;4136;40
60.50000000000059;3000;4136;56
60.60000000000059;3000;4432;56
60.70000000000059;3000;4432;56
60.800000000000594;3000;4808;40
60.900000000000595;3000;4808;40
61.0000000000006;3000;4808;40
61.1000000000006;3000;5176;56
61.2000000000006;3000;5176;56
61.3000000000006;3000;5496;56
61.4000000000006;3000;5496;56
61.500000000000604;3000;5496;56
61.600000000000605;3000;5856;56
61.70000000000061;3000;5856;40
61.80000000000061;3000;5856;40
61.90000000000061;3000;6248;40
62.00000000000061;3000;6248;56
62.10000000000061;3000;6248;56
62.200000000000614;3000;6608;56
62.300000000000615;2992;6608;40
62.40000000000062;2992;6888;40
62.50000000000062;2992;6888;40
62.60000000000062;3000;6888;56
62.70000000000062;3000;7320;56
62.80000000000062;3000;7320;56
62.900000000000624;3000;7320;40
63.000000000000625;3000;7752;40
63.10000000000063;3000;7752;40
63.20000000000063;3000;7752;56
63.30000000000063;3000;8168;56
63.40000000000063;3000;8168;56
63.50000000000063;3000;8168;56
63.600000000000634;3000;8608;56
63.700000000000635;3000;8608;56
63.80000000000064;3000;8608;56
63.90000000000064;3000;9032;56
64.00000000000064;3000;9032;56
64.10000000000063;3000;9328;40
64.20000000000063;3000;9328;40
64.30000000000062;3008;9328;40
64.40000000000062;3008;9768;56
64.50000000000061;3008;9768;56
64.6000000000006;3000;9768;56
64.7000000000006;3000;10168;56
64.8000000000006;3000;10168;56
64.90000000000059;3000;10168;40
65.00000000000058;3000;10520;40
65.10000000000058;3000;10520;40
65.20000000000057;3000;10752;40
65.30000000000057;3000;10752;40
65.40000000000056;3000;10752;40
65.50000000000055;3000;10752;40
65.60000000000055;3000;10752;40
65.70000000000054;3000;10776;40
65.80000000000054;3000;10776;40
65.90000000000053;3000;10776;40
66.00000000000053;3000;10768;40
66.10000000000052;3000;10768;40
66.20000000000051;3000;10768;40
66.30000000000051;3000;10752;40
66.4000000000005;3000;10752;40
66.5000000000005;3000;10768;40
66.60000000000049;3000;10768;40
66.70000000000049;3000;10768;40
66.80000000000048;3000;10768;56
66.90000000000047;3000;10768;56
67.00000000000047;3000;10768;56
67.10000000000046;3000;10768;56
67.20000000000046;3000;10752;56
67.30000000000045;3000;10752;56
67.40000000000045;3000;10776;56
67.50000000000044;3000;10776;56
67.60000000000043;3000;10776;56
67.70000000000043;3000;10752;40
67.80000000000042;3000;10752;40
67.90000000000042;3000;10752;40
68.00000000000041;3000;10768;40
68.1000000000004;3000;10768;40
68.2000000000004;2992;10768;40
68.3000000000004;2992;10768;56
68.40000000000039;2992;10768;56
68.50000000000038;3000;10768;56
68.60000000000038;3000;10776;40
68.70000000000037;3000;10776;40
68.80000000000037;3000;10776;40
68.90000000000036;3000;10768;40
69.00000000000036;3000;10768;40
69.10000000000035;3000;10768;40
69.20000000000034;3000;10768;56
69.30000000000034;3000;10768;56
69.40000000000033;3000;10768;56
69.50000000000033;3000;10752;40
69.60000000000032;3000;10752;40
69.70000000000032;3000;10752;40
69.80000000000031;3000;10768;40
69.9000000000003;3000;10768;40
70.0000000000003;3000;10768;40
70.10000000000029;3000;10768;40
70.20000000000029;3000;10768;40
70.30000000000028;3000;10768;40
70.40000000000028;3000;10768;40
70.50000000000027;3000;10768;40
70.60000000000026;3000;10768;56
70.70000000000026;3000;10768;56
70.80000000000025;3000;10768;56
70.90000000000025;3000;10752;56
71.00000000000024;3000;10752;56
71.10000000000024;3000;10752;56
71.20000000000023;3000;10752;40
71.30000000000022;3000;10752;40
71.40000000000022;3000;10752;40
71.50000000000021;3000;10768;72
71.60000000000021;3000;10768;72
71.7000000000002;3000;10768;56
71.8000000000002;3000;10752;56
71.90000000000019;3000;10752;56
72.00000000000018;3000;10752;40
72.10000000000018;3000;10752;40
72.20000000000017;3000;10752;40
72.30000000000017;3000;10752;40
72.40000000000016;3000;10776;40
72.50000000000016;3000;10776;40
72.60000000000015;3000;10776;40
72.70000000000014;3000;10768;40
72.80000000000014;3000;10768;40
72.90000000000013;3000;10768;40
73.00000000000013;3000;10768;40
73.10000000000012;3000;10768;40
73.20000000000012;3000;10768;40
73.30000000000011;3000;10776;40
73.4000000000001;3000;10776;40
73.5000000000001;3000;10776;40
73.6000000000001;3000;10752;40
73.70000000000009;3000;10752;40
73.80000000000008;3000;10752;40
73.90000000000008;3000;10768;40
74.00000000000007;3000;10768;40
74.10000000000007;3000;10768;40
74.20000000000006;3000;10768;40
74.30000000000005;3000;10768;40
74.40000000000005;3000;10768;40
74.50000000000004;3000;10768;56
74.60000000000004;3000;10768;56
74.70000000000003;3008;10768;56
74.80000000000003;3008;10768;56
74.90000000000002;3000;10768;40
75.00000000000001;3000;10768;40
75.10000000000001;3000;10768;56
75.2;2992;10768;56
75.3;2992;10768;56
75.39999999999999;2992;10752;40
75.49999999999999;3000;10752;40
75.59999999999998;3000;10752;40
75.69999999999997;3000;10768;56
75.79999999999997;3000;10768;56
75.89999999999996;3000;10752;56
75.99999999999996;3000;10752;40
76.09999999999995;3000;10752;40
76.19999999999995;3000;10752;40
76.29999999999994;3000;10752;40
76.39999999999993;3000;10752;56
76.49999999999993;3000;10752;56
76.59999999999992;3000;10752;56
76.69999999999992;3000;10752;56
76.79999999999991;3000;10768;56
76.8999999999999;3000;10768;40
76.9999999999999;3000;10752;40
77.0999999999999;3000;10752;40
77.19999999999989;3000;10752;40
77.29999999999988;3000;10752;40
77.39999999999988;3000;10752;40
77.49999999999987;3000;10752;40
77.59999999999987;3000;10752;40
77.69999999999986;3000;10768;56
77.79999999999986;3000;10768;56
77.89999999999985;3000;10776;56
77.99999999999984;3000;10776;40
78.09999999999984;3000;10776;40
78.19999999999983;3000;10776;40
78.29999999999983;3000;10776;40
78.39999999999982;3000;10776;56
78.49999999999982;3000;10768;56
78.59999999999981;3008;10768;56
78.6999999999998;3008;10752;56
78.7999999999998;3008;10752;56
78.89999999999979;3008;10752;56
78.99999999999979;3008;10752;56
79.09999999999978;3008;10752;56
79.19999999999978;3000;10752;56
79.29999999999977;3000;10768;56
79.39999999999976;3000;10768;56
79.49999999999976;3000;10768;56
79.59999999999975;3000;10592;56
79.69999999999975;3000;10592;56
79.79999999999974;3000;10424;56
79.89999999999974;3000;10424;56
79.99999999999973;3000;10424;56
80.09999999999972;3000;10024;56
80.19999999999972;3000;10024;56
80.29999999999971;3000;10024;56
80.39999999999971;3000;9624;56
80.4999999999997;3000;9624;40
80.5999999999997;3000;9624;40
80.69999999999969;3000;9200;40
80.79999999999968;3000;9200;56
80.89999999999968;3000;9200;56
80.99999999999967;3000;8808;56
81.09999999999967;3000;8808;56
81.19999999999966;3000;8808;56
81.29999999999966;3000;8392;56
81.39999999999965;3000;8392;40
81.49999999999964;3000;8392;40
81.59999999999964;3000;7960;40
81.69999999999963;3000;7960;40
81.79999999999963;3000;7960;40
81.89999999999962;3000;7544;56
81.99999999999962;3000;7544;56
82.09999999999961;3000;7544;56
82.1999999999996;3000;7096;40
82.2999999999996;3000;7096;40
82.3999999999996;3000;7096;40
82.49999999999959;3000;6688;56
82.59999999999958;3000;6688;56
82.69999999999958;3000;6688;56
82.79999999999957;3000;6304;56
82.89999999999957;3000;6304;56
82.99999999999956;3008;6304;56
83.09999999999955;3008;5904;56
83.19999999999955;3008;5904;56
83.29999999999954;3000;5904;56
83.39999999999954;3000;5488;40
83.49999999999953;3000;5488;40
83.59999999999953;3000;5488;40
83.69999999999952;3000;5136;40
83.79999999999951;3000;5136;40
83.89999999999951;3000;4832;40
83.9999999999995;3000;4832;56
84.0999999999995;3000;4832;56
84.19999999999949;3000;4440;56
84.29999999999949;3000;4440;56
84.39999999999948;3000;4440;56
84.49999999999947;3000;4072;56
84.59999999999947;3008;4072;40
84.69999999999946;3008;4072;40
84.79999999999946;3008;3704;40
84.89999999999945;3000;3704;40
84.99999999999945;3000;3704;40
85.09999999999944;3000;3320;40
85.19999999999943;3000;3320;40
85.29999999999943;3000;3048;40
85.39999999999942;3000;3048;40
85.49999999999942;3000;3048;56
85.59999999999941;3000;2704;56
85.6999999999994;3000;2704;56
85.7999999999994;3000;2704;56
85.8999999999994;3000;2288;56
85.99999999999939;3000;2288;56
86.09999999999938;3000;2288;40
86.19999999999938;3000;1976;40
86.29999999999937;3000;1976;56
86.39999999999937;3000;1664;56
86.49999999999936;3000;1664;56
86.59999999999935;3000;1664;56
86.69999999999935;3000;1312;56
86.79999999999934;3000;1312;56
86.89999999999934;3000;1312;56
86.99999999999933;3000;896;56
87.09999999999933;3000;896;56
87.19999999999932;3000;896;40
87.29999999999932;3000;504;40
87.39999999999931;3000;504;40
87.4999999999993;3000;504;40
87.5999999999993;3000;360;40
87.69999999999929;2992;360;40
87.79999999999929;2992;360;56
87.89999999999928;2992;360;56
87.99999999999928;3000;360;56
88.09999999999927;3000;360;56
88.19999999999926;3000;360;56
88.29999999999926;3000;360;56
88.39999999999925;3000;360;56
88.49999999999925;3000;360;56
88.59999999999924;3000;360;40
88.69999999999924;3000;360;40
88.79999999999923;3000;360;40
88.89999999999922;3000;360;56
88.99999999999922;3000;360;56
89.09999999999921;2992;360;56
89.1999999999992;2992;360;40
89.2999999999992;2992;360;40
89.3999999999992;3000;360;40
89.49999999999919;3000;360;40
89.59999999999918;3000;360;40
89.69999999999918;3000;360;56
89.79999999999917;3000;360;56
89.89999999999917;3000;360;56
89.99999999999916;3000;360;56
90.09999999999916;3000;360;56
90.19999999999915;3000;360;56
90.29999999999914;3000;360;56
90.39999999999914;3000;360;56
90.49999999999913;3000;360;56
90.59999999999913;3000;360;40
90.69999999999912;3000;360;40
90.79999999999912;3000;360;40
90.89999999999911;3000;360;56
90.9999999999991;3000;360;56
91.0999999999991;3000;360;56
91.1999999999991;3000;360;56
91.29999999999909;3000;360;56
