x1;x2;x3;dx1;dx2;dx3;y1;y2;y3;u1
0.000514979587005882;-0.000787040000000016;-0.00047899010305224;0.00387423773002386;8.06330375062073e-05;0.000373755199051571;0.000514979587005882;-0.000787040000000016;-0.00047899010305224;0.00010128
0.00924120163005737;-0.000650253548031305;0.000197363772098601;0.00491398605323745;0.000114853408117898;0.000575205987398954;0.00924120163005737;-0.000650253548031305;0.000197363772098601;0.00010128
0.0270383341698683;-0.000176754776465794;0.00220132117217421;0.00556704834853113;0.000132532722640322;0.000803804698847521;0.0270383341698683;-0.000176754776465794;0.00220132117217421;0.00010128
0.0452471783250922;0.000246212967266728;0.00509610168308212;0.00547140116080615;0.000124230054689714;0.000939725263895029;0.0452471783250922;0.000246212967266728;0.00509610168308212;0.00010128
0.0603438485981017;0.000563384479811855;0.0080495314036253;0.00522143291239467;0.000109850695975221;0.000987391655233601;0.0603438485981017;0.000563384479811855;0.0080495314036253;0.00010128
0.0755919405283912;0.000920998049216853;0.0108447316213727;0.00520161614199671;8.92533071549939e-05;0.0010746790461801;0.0755919405283912;0.000920998049216853;0.0108447316213727;0.00010128
0.0920017561360084;0.00116827542534348;0.014185952694361;0.00503203130250481;6.40721500429973e-05;0.00119875858337461;0.0920017561360084;0.00116827542534348;0.014185952694361;0.00010128
0.106928822436221;0.00128775732852074;0.0181052038904734;0.00470989653082292;5.99699448202257e-05;0.00124485531800958;0.106928822436221;0.00128775732852074;0.0181052038904734;0.00010128
0.119769504571033;0.00144215161506029;0.0219487898183913;0.00462747364400167;8.90161217915605e-05;0.00122526559268991;0.119769504571033;0.00144215161506029;0.0219487898183913;0.00010128
0.13396060174965;0.00173668533075074;0.0252679442794152;0.00466404984114232;0.000132325905726119;0.00128345929183518;0.13396060174965;0.00173668533075074;0.0252679442794152;0.00010128
0.148629190297533;0.00222541982007406;0.029214162272961;0.00446580708192292;0.000166966693611161;0.00139070263677666;0.148629190297533;0.00222541982007406;0.029214162272961;0.00010128
0.161479171059551;0.00272851454823143;0.0339020553930589;0.00422014581694177;0.000204476541890959;0.00139200479579907;0.161479171059551;0.00272851454823143;0.0339020553930589;0.00010128
0.173182304686676;0.00333830798187144;0.0378257264343559;0.00423876382636751;0.000256968649934405;0.001363287376112;0.173182304686676;0.00333830798187144;0.0378257264343559;0.00010128
