x1;x2;x3;dx1;dx2;dx3;u1;u2
0.00104003965341747;-3.21026928357539e-07;-7.52791866183224e-05;0.000572343867513306;2.44466728826698e-07;-3.36641927017444e-05;0.00010128;0
0.0122884227736542;0.000704800000000006;0.000341935260561572;0.00355329990900705;1.80640887018962e-05;0.000389342879627622;0.00010128;0
0.0463617678425836;0.00169936;0.00516286671555466;0.00570635006513691;0.000223466238046248;0.000963459018699586;0.00010128;0
0.0842665974145146;0.0025948982823972;0.0122010640032501;0.00505289097646228;0.000130468487702312;0.0010572415247694;0.00010128;0
0.118865087586743;0.00302543999999999;0.0206003341659893;0.00469787460908583;9.03204435094953e-06;0.00129547259547288;0.00010128;0
0.15104465897699;0.00342453494750331;0.0294726503556021;0.00455637245636453;4.1315479556569e-05;0.00136453754641645;0.00010128;0
0.181820636924249;0.00487121472574856;0.0395703083460313;0.00415612718189945;0.000286690548502875;0.00138348686333014;0.00010128;0
0.210913693748239;0.00702609472574856;0.0492228757896375;0.0041519633139814;0.000228147645350522;0.00152147780544287;0.00010128;0
0.239039333746961;0.0091766240887019;0.0598311607470004;0.00388717339600339;0.000296228487702317;0.00140566385543445;0.00010128;0
0.266064294784029;0.0116712194679467;0.0701584723052062;0.00372545625500625;0.000305260532053273;0.00151855160591575;0.00010128;0
0.291763626386626;0.0144142058063047;0.080203786439028;0.00366532157868343;0.000527890104993394;0.00146108744927405;0.00010128;0
0.316732613274742;0.0174473966651061;0.0904054472169187;0.00347498800678175;0.000612692476092486;0.00139208182852076;0.00010128;0
0.341107942131959;0.0209507713908547;0.100649422631056;0.00341690153071311;0.000469677972098664;0.00150798964369439;0.00010128;0
0.364529651344689;0.0246551976289009;0.110522279667133;0.00334254055916139;0.000474865274251439;0.00141267726122585;0.00010128;0
0.38759322613593;0.0278661886091453;0.120909645525696;0.00319236517930938;0.000542946116603226;0.00143272164283859;0.00010128;0
0.409577991436042;0.0312038033348939;0.130927189874272;0.00306170322231242;0.00031512924151033;0.00148769008743663;0.00010128;0
0.430852914130388;0.0343089197782453;0.140766577789191;0.00311855068591549;0.000385712266105689;0.0013931978757713;0.00010128;0
0.452659866909676;0.0369881759112981;0.151297856333614;0.00299145694275421;0.0004658332299005;0.00148828443257545;0.00010128;0
0.473389676399973;0.0398556067700995;0.161133974447976;0.0029843294431206;0.000415485705992973;0.00144036108141307;0.00010128;0
0.493951861017684;0.0424621006534963;0.171155331585858;0.00288018907466941;0.00041850159615979;0.00135456894877087;0.00010128;0
0.513756378935898;0.0449898161330529;0.180809033800168;0.00269431424123989;0.000488247955649043;0.00138487030721832;0.00010128;0
0.532730064200391;0.0483627223710991;0.190293038678385;0.00281389356798112;0.000395250205305127;0.00141563565257757;0.00010128;0
0.552139126054298;0.0509210479556491;0.200687246016536;0.00262421475703045;0.000399094947503301;0.00143530206571532;0.00010128;0
0.569704608896079;0.0535507932299005;0.210167951621575;0.00203742930696404;0.000288033108457493;0.00137403280289869;0;0
0.57344752615651;0.0560858674235958;0.219569435237687;-0.00198217809194112;0.000354771390854665;0.00122942476324175;0;0
0.551250967854588;0.0582191693629533;0.227992144270844;-0.0038375137379526;0.000466339124748985;0.00108781653444334;0;0
0.524495999194282;0.06111336558455;0.234437257210776;-0.0038105161181492;0.000210083556648637;0.000782815260594288;0;0
0.498806605007135;0.0628045837666354;0.239431155624833;-0.00349115219324742;-0.000226474315138309;0.000560738753521861;0;0
0.474738943389841;0.0605884835566486;0.242639248714626;-0.00333748587806199;-0.000254407113297279;0.000301879260260846;0;0
0.451817118092491;0.0583630205320533;0.243902862712091;-0.003259163305599;-0.000203230737358402;8.07291438118529e-05;0;0
0.429761368232749;0.0567325166651061;0.244074737253636;-0.00294013775408869;-0.000148532576404209;-7.32460647683009e-05;0;0
0.409720799080682;0.0554551108588014;0.242894369506783;-0.00280790134523606;-9.90217176028152e-05;-0.000293957278943768;0;0
0.390427646295401;0.0541019347257486;0.240417205811974;-0.00271766849192467;-0.00016191525780182;-0.000411313046339595;0;0
0.371915338739184;0.0530496684877023;0.237154954814357;-0.00248991872312337;-0.000220458160954166;-0.00049229613743032;0;0
0.354622646626833;0.0514859029031523;0.233509702856549;-0.00246830406722964;-7.66069918542514e-05;-0.000655581018586399;0;0
0.337949877568911;0.0503075188144505;0.228473342791051;-0.00227846980870905;-0.00013950053205327;-0.000718180053729672;0;0
0.322291841138704;0.0487489405320533;0.223091379804518;-0.00212794201092215;-0.000287196443351359;-0.000841719487092385;0;0
0.307700235193958;0.0469031658063047;0.217133060161243;-0.00206750232813074;-0.000206238814450463;-0.000934314109598572;0;0
0.293612217901714;0.0450212629031524;0.210419439171075;-0.00195085795486633;-0.000206238814450456;-0.000927910978318874;0;0
0.280071564718561;0.0434385965647944;0.203488370213276;-0.00187154850602339;-0.000343560121443015;-0.00106898323029797;0;0
0.267303769521785;0.0411674674235958;0.196335317277873;-0.00182325497275426;-0.000393070980244423;-0.00103707809375989;0;0
0.254852441801325;0.0390539029031524;0.188665725947735;-0.00167554520720342;-0.000340552044350954;-0.00105093829385744;0;0
0.243326930665924;0.0370871976289009;0.181415614276266;-0.00162772853824159;-0.00027900106410652;-0.00110284936844143;0;0
0.232123340840844;0.0347342741936953;0.173983256189023;-0.00159436210372529;-0.000272977096847649;-0.00101248100889861;0;0
0.220977665575604;0.0324631450524967;0.166241876441681;-0.00153571245497025;-0.000380194193695289;-0.00114777936468041;0;0
0.210418496329609;0.0302677862380462;0.158679465326837;-0.00148476732864763;-0.000437900431741533;-0.00110646482713853;0;0
0.200369726891666;0.0281572297946949;0.150874791348078;-0.00139185928610133;-0.000227310980244408;-0.00103136177194199;0;0
0.190554183072455;0.0257517874235958;0.143407140843927;-0.00138960651406839;-0.000366811512297678;-0.00114437253142199;0;0
0.181018683154664;0.0230785552578018;0.135915528013407;-0.00135454494612428;-0.000373341374405044;-0.00103033718597406;0;0
0.17165557733044;0.020770792044351;0.12848153909478;-0.0012991123994657;-0.000505475379244842;-0.00101438394244341;0;0
0.162761655313266;0.0182581325764042;0.121479077262161;-0.00124261950912785;-0.000216107523907515;-0.00106244263674903;0;0
0.154017478419017;0.0160222949475033;0.114386083372768;-0.00128929718396548;-0.000251399036205198;-0.000924838051602886;0;0
0.14507951451863;0.0140818491411986;0.107631646711966;-0.00122863854551797;-0.000331519999999991;-0.000961613142142256;0;0
0.136521148041923;0.0147582718225962;0.101341738743389;-0.00121067039769793;0.000590277750343921;-0.000896882296865104;0;0
0.128453842874763;0.0184897941936953;0.0953596790045111;-0.00110562248428209;0.000471020532053272;-0.00078025302047359;0;0
0.120658630683632;0.0209718435566486;0.0897963740294497;-0.00108972653688384;0.000260936975404632;-0.000766108771071847;0;0
0.113158273655271;0.0228580970968476;0.0849806437105449;-0.00105736023146051;9.90217176028083e-05;-0.000647779005611068;0;0
0.106097678812161;0.0235301691411986;0.0804115564028554;-0.000957406238886183;4.0478814450462e-05;-0.000613221495247701;0;0
0.0994068040721023;0.023404887955649;0.0759518479665824;-0.000939424571644684;-8.99896732518522e-05;-0.000668184371808198;0;0
0.0930531630459435;0.0225274137619538;0.0716154807412918;-0.000882479497648261;-0.000108053761953761;-0.000608283602316337;0;0
0.0870341621393516;0.0217653520443509;0.0673084776030456;-0.00083785070911703;-0.000125281185549553;-0.000569319860349179;0;0
0.0811869654705003;0.0202067737619538;0.063272439702627;-0.000808482787296533;-0.00010805376195375;-0.000633499081165625;0;0
0.0757269778412892;0.0189616513908547;0.0590938212143417;-0.000760492052056874;-0.000229490205305129;-0.000550195535617373;0;0
0.0705372209854059;0.0171735829031524;0.0550241174963578;-0.000705822702101025;-0.000331520000000005;-0.000576775242272232;0;0
0.0655450197755561;0.0151754308588014;0.0510276995234149;-0.000719228464651653;-0.000254913008145757;-0.000606940606059793;0;0
0.0606613118197932;0.0135845691411986;0.0469190787684771;-0.000679673523262855;-0.000241530326748139;-0.000539283895350288;0;0
0.0559825246259423;0.0120341862380463;0.0428971612638157;-0.000641292791585486;-0.000201051512297698;-0.000593158987299856;0;0
0.0515039093277919;0.0101216732299005;0.0390877196049658;-0.000640596061840075;-0.000241530326748134;-0.000529707687801799;0;0
0.0472402371481238;0.00858467300814576;0.0354477052172747;-0.000576269287160355;-0.000362966770099504;-0.000478223241269178;0;0
0.0432021855691363;0.00625968237109909;0.031946379221485;-0.000575161126485008;-0.000228147645350534;-0.000547208489817499;0;0
0.0392295317757275;0.00413624914119859;0.0282428213549984;-0.000563225520339238;-0.000201051512297676;-0.000511179032744506;0;0
0.0353629884609379;0.0032760023710991;0.024811758532935;-0.000551225921244632;5.1873021527731e-06;-0.000425418102955256;0;0
0.0314852908336884;0.00306591881445045;0.0219402438587074;-0.000531223569949481;-2.24147257485603e-05;-0.000424397238274563;0;0
0.0280003994616502;0.00306591881445045;0.0191831838159748;-0.000477731013500588;-3.14467700995098e-05;-0.000341768933874432;0;0
0.024688159533974;0.0030749508588014;0.0165582200686532;-0.00045220734625399;4.86741936952975e-05;-0.000378094153850952;0;0
0.00121946460461263;5.21638827961688e-07;8.14209973297443e-05;0.000658007540786046;-3.34593366176595e-08;5.36125052033301e-05;0.00010128;5.064e-05
0.013673383206883;0.00397985195580718;0.00197904185504736;0.00381183024458069;0.00190198275817342;0.000814292095146637;0.00010128;5.064e-05
0.0481799478250179;0.0152563884877023;0.0103681342567788;0.00549223464203285;0.00156242302459537;0.00147509201348937;0.00010128;5.064e-05
0.0862390263496025;0.0256070995893897;0.022222278432121;0.00534376041275829;0.000936024909922405;0.00192537916905924;0.00010128;5.064e-05
0.121873741434407;0.0355368147257486;0.0350109324560936;0.0048171965286604;0.00166144474219817;0.00178609968972884;0.00010128;5.064e-05
0.155184771526491;0.0455409576289009;0.0484295946813978;0.00460614089094094;0.00175059775034392;0.00190918923207133;0.00010128;5.064e-05
0.18651982916688;0.0567748361212849;0.0617328320679741;0.00442024112000933;0.0010840437784034;0.00200964255720665;0.00010128;5.064e-05
0.216832141670513;0.065691752044351;0.0754545345527749;0.00417994408770014;0.0014910033348939;0.00190877754026468;0.00010128;5.064e-05
0.245973672329571;0.0746655375403571;0.0893708594546361;0.00410464664434479;0.00134381331844427;0.00197855002123502;0.00010128;5.064e-05
0.274010304355613;0.0825407291411986;0.102735143835307;0.00397556239113228;0.000659195257801809;0.00194034067257066;0.00010128;5.064e-05
0.301561002199859;0.0873792159112981;0.115909905456079;0.00377609293258846;0.000797353229900516;0.00174939273212905;0.00010128;5.064e-05
0.327871554115508;0.0924428422496561;0.128789414512926;0.0037607609626607;0.000653502060800573;0.00185221770703253;0.00010128;5.064e-05
0.353558542790953;0.0989824159112981;0.141048721897971;0.00359166446055859;0.000914439036205208;0.00183269167803418;0.00010128;5.064e-05
0.378674198607243;0.104989418060642;0.154056125176709;0.00348330491034349;0.000842513451655244;0.00172195248518694;0.00010128;5.064e-05
0.402765655183726;0.111538023766635;0.166403740390063;0.00344625679191046;0.000598811712921143;0.00185828986933426;0.00010128;5.064e-05
0.426381026124388;0.11769088118555;0.178675510433059;0.00330892892076312;0.00099974730215277;0.00171059669828966;0.00010128;5.064e-05
0.449616298069757;0.123994111822596;0.191171058565505;0.00326627653094308;0.00099020936295334;0.00171521538177236;0.00010128;5.064e-05
0.472173033525542;0.130713664830742;0.203057755556761;0.00324387615482047;0.000712044963952913;0.00180827385118604;0.00010128;5.064e-05
0.494652030267558;0.136870366991854;0.215352663288041;0.0031559380506424;0.00105745354019901;0.0017136397589986;0.00010128;5.064e-05
0.516678920898458;0.142972876886861;0.227780205417638;0.00306373900498313;0.000877474193695299;0.00169507005755729;0.00010128;5.064e-05
0.537407725344846;0.150404144088702;0.239256546670291;0.00295681042974427;0.000971814503993806;0.00175183510283922;0.00010128;5.064e-05
0.558111946072952;0.1565192;0.25157403897327;0.00277084174372055;0.000977332576404227;0.00166039982020116;0.00010128;5.064e-05
0.572446778146272;0.162770242471411;0.263596396946424;0.000376959334964178;0.00084686408870191;0.00176551515906104;0;5.064e-05
