time;y1;y2;y3;u1;u2;x1;x2;x3
156;0.5710178;0.0529192;0.20972080000000004;0.00010128;0;0.568278676143481;0.04850608625782581;0.20889162295597954
157;0.5710178;0.05358224;0.21136880000000002;0.00010128;0;0.5708872657307692;0.04887819013221756;0.21026583047942904
158;0.5743458;0.05374800000000002;0.21268720000000002;0.00010128;0;0.5734201706891369;0.04923726195365952;0.21163953004031252
159;0.5771746;0.05441104000000002;0.2143352;0.00010128;0;0.5759702349219276;0.04958347700239181;0.21301259789673252
160;0.579837;0.054742559999999996;0.21565360000000003;0;0;0.5785084877637273;0.049914196320067515;0.21438392732233677
161;0.5806690000000001;0.055074080000000025;0.21730160000000004;0;0;0.5749293180322732;0.04999189100283948;0.2157235030777505
162;0.5768418;0.055074080000000025;0.21829040000000002;0;0;0.5721815081658111;0.05008499676286503;0.217020325720996
163;0.5726818;0.0554056;0.21993840000000003;0;0;0.5695088958047632;0.0501893444255914;0.2182818671267866
164;0.5675234;0.055571360000000014;0.22125680000000003;0;0;0.5667359376065451;0.050311863970453695;0.21951058250195113
165;0.5626978;0.05623440000000002;0.22257520000000003;0;0;0.5636108971259962;0.05044843647674123;0.220704107620209
166;0.5582050000000001;0.05656591999999999;0.2237288;0;0;0.56017572672639;0.05060270081683699;0.22186123757504905
167;0.5547106;0.057228959999999995;0.2237288;0;0;0.556574407619697;0.05077491601308516;0.22298211000442184
168;0.5547106;0.057560480000000025;0.22488240000000004;0;0;0.5530108735594981;0.0509634068028251;0.2240619250293925
169;0.5505506;0.058057760000000014;0.22636560000000003;0;0;0.5501008791362212;0.05117307397359148;0.22510036179583037
170;0.5455586;0.05838927999999999;0.2273544;0;0;0.5469701603741308;0.051395267704240084;0.22610687163060803
171;0.5413986000000001;0.05872080000000002;0.2286728;0;0;0.5435020451220611;0.05164199835238587;0.2270844032992617
172;0.537405;0.05905231999999999;0.22966160000000002;0;0;0.5399224664094454;0.05190449754455621;0.22802479540069315
173;0.5327458;0.05905231999999999;0.23065040000000003;0;0;0.5362708843147008;0.05217775235382342;0.22892972360329444
174;0.5285858;0.05954959999999998;0.23163920000000002;0;0;0.5324800303507049;0.05245866283896738;0.2298006638758653
175;0.5242594;0.060212639999999984;0.2331224;0;0;0.5286440546929674;0.05274990549056387;0.23063258279144427
176;0.5202658;0.0603784;0.23378160000000003;0;0;0.5247365801061058;0.05305995858406661;0.23143161323948053
177;0.5162722;0.060544160000000014;0.2344408;0;0;0.5208498156974292;0.05337448452414131;0.23219342848761088
178;0.5126114;0.06104144;0.2344408;0;0;0.5169824601936532;0.05369822893367131;0.23292218084029465
179;0.5126114;0.06137296000000003;0.23526480000000002;0;0;0.5131728784513901;0.05402034901759289;0.23361645602314296
180;0.5086178;0.06070992000000003;0.2362536;0;0;0.5100020470790365;0.05434712249120665;0.2342780443738906
181;0.5037922;0.06070992000000003;0.23658320000000002;0;0;0.5067223969525058;0.05465173480301065;0.23490920226343076
182;0.5006306;0.060544160000000014;0.23724240000000002;0;0;0.5032118035306701;0.05495896462560014;0.23551235135334728
183;0.496637;0.060046880000000025;0.2380664;0;0;0.49977209155565167;0.05525171519568121;0.2360853634299602
184;0.4919778;0.060046880000000025;0.23839600000000002;0;0;0.4962744317613307;0.05552279320663917;0.23662566352128528
185;0.48798420000000003;0.059715359999999995;0.23922000000000002;0;0;0.4926221878699974;0.055791497806894505;0.23713523107904924
186;0.4848226;0.05938384000000002;0.23954960000000003;0;0;0.4889448907571393;0.056039050983590265;0.23761343571722554
187;0.48066260000000005;0.05855504;0.24004400000000004;0;0;0.4853892409643945;0.05626193271809313;0.23806066364202796
188;0.47700180000000003;0.05838927999999999;0.24053840000000004;0;0;0.4817654883332035;0.056448248695268835;0.23847817788298656
189;0.4735074;0.058057760000000014;0.24053840000000004;0;0;0.47818068138240466;0.05661275062826603;0.23886435005940498
190;0.4735074;0.057560480000000025;0.2407032;0;0;0.474637291477797;0.05674832995923124;0.23921685200477155
