time;y1;y2;y3;u1;u2
0;0.0030113999999999974;0.0012020799999999943;0.00009520000000001749;0.00005064;0.00005064
1;0.0028449999999999864;0.0012020799999999943;-0.00006959999999994748;0.00005064;0.00005064
2;0.006672200000000017;0.0040200000000000236;-0.00006959999999994748;0.00005064;0.00005064
3;0.006672200000000017;0.0066721599999999825;0.000260000000000038;0.00005064;0.00005064
4;0.009667399999999993;0.006009119999999979;0.0010840000000000294;0.00005064;0.00005064
5;0.012496200000000013;0.008992800000000023;0.0028968000000000327;0.00005064;0.00005064
6;0.01582420000000001;0.010816160000000019;0.0038856000000000446;0.00005064;0.00005064
7;0.01948500000000003;0.012805279999999974;0.005698400000000048;0.00005064;0.00005064
8;0.022147399999999984;0.014131359999999982;0.006687200000000004;0.00005064;0.00005064
9;0.025142600000000015;0.014131359999999982;0.007346400000000031;0.00005064;0.00005064
10;0.0283042;0.015954719999999978;0.008829600000000049;0.00005064;0.00005064
11;0.030467400000000033;0.017280799999999985;0.009818400000000005;0.00005064;0.00005064
12;0.03346260000000001;0.018938400000000022;0.011301600000000023;0.00005064;0.00005064
13;0.036457799999999985;0.020596000000000003;0.011301600000000023;0.00005064;0.00005064
14;0.036457799999999985;0.02241936;0.01278480000000004;0.00005064;0.00005064
15;0.039453000000000016;0.023579679999999992;0.014103200000000038;0.00005064;0.00005064
16;0.041949000000000014;0.025403039999999988;0.015586400000000056;0.00005064;0.00005064
17;0.04444500000000001;0.025900319999999977;0.01723440000000004;0.00005064;0.00005064
18;0.04694100000000001;0.027557920000000014;0.018717600000000056;0.00005064;0.00005064
19;0.0501026;0.028718240000000006;0.020036000000000054;0.00005064;0.00005064
20;0.05226580000000003;0.029712799999999984;0.021848800000000057;0.00005064;0.00005064
21;0.055261000000000005;0.029712799999999984;0.023167200000000054;0.00005064;0.00005064
22;0.057757;0.03153615999999998;0.024980000000000002;0.00005064;0.00005064
23;0.060585799999999995;0.032033440000000024;0.026133600000000035;0.00005064;0.00005064
24;0.062749;0.033359519999999976;0.027946400000000038;0.00005064;0.00005064
25;0.062749;0.03485136;0.027946400000000038;0.00005064;0.00005064
26;0.065245;0.03584592000000003;0.02959440000000002;0.00005064;0.00005064
27;0.0679074;0.036674719999999994;0.031407200000000024;0.00005064;0.00005064
28;0.07023700000000002;0.0380008;0.03305520000000001;0.00005064;0.00005064
29;0.07256660000000001;0.03882960000000002;0.034538400000000025;0.00005064;0.00005064
30;0.0748962;0.040321439999999986;0.03635120000000003;0.00005064;0.00005064
31;0.0775586;0.04148175999999998;0.037834400000000046;0.00005064;0.00005064
32;0.0800546;0.04148175999999998;0.03948240000000003;0.00005064;0.00005064
33;0.0820514;0.04264208000000003;0.040800800000000026;0.00005064;0.00005064
34;0.08404820000000002;0.04380240000000002;0.04261360000000003;0.00005064;0.00005064
35;0.0875426;0.04463119999999998;0.04393200000000003;0.00005064;0.00005064
36;0.08937300000000001;0.04595727999999999;0.04393200000000003;0.00005064;0.00005064
37;0.08937300000000001;0.04744912000000001;0.04574480000000003;0.00005064;0.00005064
38;0.0917026;0.04877520000000002;0.04722800000000005;0.00005064;0.00005064
39;0.09369940000000002;0.049769759999999996;0.048381600000000025;0.00005064;0.00005064
40;0.09619540000000001;0.05126160000000002;0.0495352;0.00005064;0.00005064
