time;y1;y2;y3;x1;x2;x3;s1;s2;s3;u1
150;0.2063522;0.020596000000000003;0.08496720000000002;0.20753609581600027;-0.0015918528183021723;0.015512038045606498;0.000015420823754957955;0.000032313895952178144;0.00002342833474013453;0.00005064
151;0.20784980000000003;0.020596000000000003;0.08579120000000004;0.20839127475700137;-0.0017385706408331826;0.015619314282002712;0.000015469835947396236;0.00003178088548619436;0.0000232197354722532;0.00005064
152;0.2088482;0.021093279999999992;0.08612080000000003;0.2093983187784656;-0.0018420077139829592;0.015749558994127943;0.000015481263281523593;0.0000312475898201297;0.00002301624590600508;0.00005064
153;0.2098466;0.021093279999999992;0.08710960000000004;0.21040312535565814;-0.0019436237437425758;0.015882204260332183;0.000015520035109156963;0.00003073119965392556;0.000022819283685378726;0.00005064
154;0.210845;0.02159055999999998;0.08776880000000004;0.2113849397053236;-0.0020482319247733982;0.016015561681352982;0.000015549893746714494;0.000030235919743435432;0.000022635233834852607;0.00005064
155;0.2121762;0.02159055999999998;0.08826320000000001;0.2123456250890695;-0.0021561508109339904;0.016148767807239766;0.000015581048697862446;0.00002975893677011544;0.000022466337502991447;0.00005064
156;0.21400660000000002;0.021756319999999996;0.08892240000000004;0.21340274956665725;-0.002235660977190021;0.016294262491351578;0.000015584107349126992;0.00002931095063817442;0.000022321833732578326;0.00005064
157;0.21483860000000002;0.022087840000000025;0.08974640000000003;0.2146273231080425;-0.00226984834124729;0.01645658531262856;0.00001558598446381466;0.000028890402018891172;0.000022205312470596356;0.00005064
158;0.21533780000000002;0.022585120000000014;0.09040560000000003;0.2157461722056938;-0.0023285484839242433;0.016611278977541475;0.000015592766146624857;0.000028500862212951316;0.00002211574306080568;0.00005064
159;0.21616980000000002;0.022585120000000014;0.09122960000000002;0.21675568695667258;-0.0024118951182981346;0.016759235195133365;0.00001560105527899195;0.000028141377312378394;0.000022056536808183913;0.00005064
160;0.21716820000000003;0.022916639999999988;0.09122960000000002;0.21769495211310452;-0.002509191327742674;0.016903958057976034;0.00001559016208336847;0.000027812269569202973;0.000022027745301223272;0.00005064
161;0.21716820000000003;0.023082400000000003;0.09172400000000003;0.21865698638948985;-0.0025973045626889162;0.017052549060484073;0.000015582026088581464;0.000027516790528499668;0.00002202997390263225;0.00005064
162;0.21866580000000002;0.023579679999999992;0.09221840000000003;0.21937139442433337;-0.002739227244488804;0.01718648463481392;0.000015572487616903624;0.000027249445614591088;0.000022060013189247833;0.00005064
163;0.21966420000000003;0.023579679999999992;0.09337200000000004;0.22027452673390024;-0.0028346090571613734;0.017333772176770165;0.000015558194695301513;0.000027004908436942584;0.000022116867416872044;0.00005064
164;0.2209954;0.023745440000000007;0.09403120000000004;0.22122298903070017;-0.0029176637529122963;0.01748531639432046;0.000015542818772413667;0.000026780841420625264;0.00002219910748678666;0.00005064
165;0.22199380000000002;0.02440848000000001;0.09469040000000004;0.22221359635260826;-0.002987283324849483;0.01764033771583656;0.00001552326385764111;0.000026592430335152047;0.00002230391151218064;0.00005064
166;0.22299220000000003;0.02440848000000001;0.09518480000000001;0.22320886514271837;-0.0030539737679180644;0.017796142544726324;0.00001551612043546985;0.00002642378639821886;0.000022428318161371034;0.00005064
167;0.224157;0.024739999999999984;0.09584400000000004;0.224193088895728;-0.003120148523858504;0.017952271108082243;0.00001550935712077817;0.00002628249087992866;0.0000225706917712859;0.00005064
168;0.224989;0.02490576;0.09683280000000002;0.2252185004914672;-0.0031752834798062387;0.01811187801960119;0.000015497417800801697;0.000026165380124218558;0.000022729646591395225;0.00005064
169;0.2259874;0.025071520000000014;0.09732720000000003;0.22622823649708326;-0.0032312637654770683;0.018270558651376605;0.00001547957521732322;0.00002607169807409769;0.000022899904584869862;0.00005064
170;0.2276514;0.025568800000000003;0.09798640000000003;0.2272306357168119;-0.0032867653009782507;0.018429639763972976;0.00001546501669079001;0.000026000277097039604;0.000023081047710126893;0.00005064
171;0.22864980000000001;0.025568800000000003;0.09798640000000003;0.22834533313576635;-0.0033183447924266985;0.018594073752258668;0.000015454239758931494;0.000025952691192800455;0.000023270420404792697;0.00005064
172;0.22864980000000001;0.025900319999999977;0.09881040000000002;0.2294337479746854;-0.0033535471723450286;0.01875785534373277;0.000015448452484396236;0.000025927085996096103;0.000023466522115412508;0.00005064
173;0.22914900000000002;0.02606607999999999;0.09963440000000004;0.23029910651076943;-0.0034276691372301304;0.018911869398080015;0.000015439258348465456;0.000025932134423918586;0.000023666391268440628;0.00005064
174;0.23064660000000003;0.02606607999999999;0.10012880000000002;0.23109918267365584;-0.003512881730122982;0.0190635171064487;0.000015439227587133932;0.000025952888725765203;0.000023869515933907957;0.00005064
175;0.23147860000000003;0.02656335999999998;0.10078800000000002;0.23202124611799985;-0.0035730580431518584;0.019220776678441163;0.000015426236324447676;0.000025997470942341268;0.000024074444753674495;0.00005064
176;0.23247700000000002;0.02689488000000001;0.10161200000000004;0.23291710735316637;-0.0036363709944489233;0.019376858118034565;0.000015427528845154544;0.000026061285536374167;0.00002427942505011496;0.00005064
177;0.2334754;0.027557920000000014;0.10210640000000001;0.23384350659781086;-0.003692810236557769;0.01953421532990265;0.00001542976665651494;0.000026143299365992635;0.00002448344461953307;0.00005064
178;0.23464020000000002;0.027889439999999988;0.10276560000000004;0.23479887854807902;-0.0037417305707011946;0.019692855981501105;0.00001541505130908755;0.000026248271041892225;0.000024685682359658196;0.00005064
179;0.23563860000000003;0.027889439999999988;0.10326000000000002;0.2357799395093763;-0.0037851533165369836;0.01985197151781485;0.000015410297986911906;0.000026367539473061993;0.00002488466795871702;0.00005064
180;0.23647060000000003;0.027889439999999988;0.10391920000000002;0.2357799395093763;-0.0037851533165369836;0.01985197151781485;0.000015410297986911906;0.000026367539473061993;0.00002488466795871702;0.00005064
181;0.2376354;0.028055200000000002;0.10457840000000002;0.236742004488543;-0.0038308868159233856;0.020010628812395948;0.000015407065565363062;0.000026499950024671658;0.00002508168173080874;0.00005064
182;0.2384674;0.028386719999999976;0.10457840000000002;0.23788298482713974;-0.003844666795824982;0.020177407839945753;0.000015406492581160615;0.00002664934969177191;0.000025276606733820947;0.00005064
183;0.2384674;0.028718240000000006;0.10507280000000002;0.23897097606609635;-0.0038667238671836793;0.02034193440852875;0.0000154089464418812;0.00002680358807310563;0.000025467938413425273;0.00005064
