time;y1;y2;y3;x1;x2;x3;s1;s2;s3;u1;u2
0;-0.0014814000000000216;-0.0009527999999999759;-0.0010583999999999594;0;0;0;0;0;0;0;0
0;-0.0014814000000000216;-0.0009527999999999759;-0.0010583999999999594;0;0;0;0;0;0;0;0
1;-0.0014814000000000216;-0.0011185599999999907;-0.0012231999999999799;0;0;0;0;0;0;0;0
2;-0.0013150000000000106;-0.0007870400000000166;-0.0010583999999999594;-0.00038738720546012905;-0.00003448352612959193;-0.0003575852580372568;0.0000023334098737483186;1.5242271133174831e-7;1.1672172201537063e-7;0;0
3;-0.0013150000000000106;-0.0007870400000000166;-0.0008935999999999944;-0.0007713414382735556;-0.00006708248024561467;-0.0007116211597844064;0.000004485163458859584;2.043163252456362e-7;1.3355724802699135e-7;0;0
4;-0.0014814000000000216;-0.0007870400000000166;-0.0008935999999999944;-0.0011411396884655786;-0.00009771690603815424;-0.0010626922532350762;0.000006450881411027731;2.5575363742293383e-7;1.5040562244502358e-7;0;0
5;-0.0014814000000000216;-0.0007870400000000166;-0.0010583999999999594;-0.0014917697418700229;-0.00012656052569824365;-0.0014104478002956737;0.00000814600243336075;3.067749441746525e-7;1.6702926093908952e-7;0;0
6;-0.0014814000000000216;-0.0007870400000000166;-0.0010583999999999594;-0.001807307244394861;-0.00015366258876129554;-0.0017546479385817549;0.000009621328694075521;3.574069920950412e-7;1.8330551349995394e-7;0;0
7;-0.0014814000000000216;-0.0009527999999999759;-0.0010583999999999594;-0.002075967956610436;-0.00017885559442519365;-0.0020948830321968395;0.000010859675571022972;4.0763660443697634e-7;1.9927192527927818e-7;0;0
8;-0.0014814000000000216;-0.0007870400000000166;-0.0008935999999999944;-0.002293897167177419;-0.0002027549850846787;-0.002430741171389788;0.00001184989547406348;4.5745770480430713e-7;2.1491047621583558e-7;0;0
9;-0.0014814000000000216;-0.0007870400000000166;-0.0008935999999999944;-0.0024782765299312757;-0.00022468283586633928;-0.002761530938771297;0.00001271054642098064;5.068207233430991e-7;2.3017970136681923e-7;0;0
10;-0.0014814000000000216;-0.0007870400000000166;-0.0010583999999999594;-0.0026243030090948066;-0.0002450315933256348;-0.0030866289535638088;0.00001348205586929544;5.557163452899091e-7;2.451591179335643e-7;0;0
11;-0.0014814000000000216;-0.0007870400000000166;-0.0010583999999999594;-0.0027122505096505442;-0.0002643075057805118;-0.00340629428402195;0.00001392575747162857;6.04117710992748e-7;2.599885134494562e-7;0;0
12;-0.0014814000000000216;-0.0007870400000000166;-0.0010583999999999594;-0.002788681473662001;-0.00028262026717596037;-0.003719340411540126;0.000014357837624508083;6.51955229876092e-7;2.7442823857748056e-7;0;0
13;-0.0014814000000000216;-0.0007870400000000166;-0.0010583999999999594;-0.0028407141356917003;-0.0002991470553589278;-0.004025939240576858;0.000014758040984597277;6.992487874914868e-7;2.8873315364327157e-7;0;0
14;-0.0014814000000000216;-0.0007870400000000166;-0.0008935999999999944;-0.002875896750172261;-0.0003151687112646805;-0.004325231234322866;0.000015102560654790428;7.459567482148229e-7;3.0284522425983877e-7;0;0
15;-0.0013150000000000106;-0.0007870400000000166;-0.0010583999999999594;-0.0029512801282291622;-0.00032880066725534643;-0.004618780470915599;0.000015791396647511773;7.921182880238554e-7;3.1703832608679716e-7;0;0
16;-0.001814199999999988;-0.0007870400000000166;-0.0008935999999999944;-0.0029273920652421624;-0.0003410332910994801;-0.004906125426801287;0.000015933366540778962;8.377938690030717e-7;3.310351792102632e-7;0;0
17;-0.001814199999999988;-0.0007870400000000166;-0.0012231999999999799;-0.00298943197303551;-0.000352668476267604;-0.005186503296042768;0.00001598939984736132;8.828755890711227e-7;3.447836496686044e-7;0;0
18;-0.0014814000000000216;-0.0007870400000000166;-0.0008935999999999944;-0.003045782847091198;-0.0003637102102243868;-0.005460933710571949;0.000016124897452817868;9.274102441943547e-7;3.583993260576762e-7;0;0
19;-0.0014814000000000216;-0.0007870400000000166;-0.0010583999999999594;-0.0030131589295620672;-0.00037400870220724374;-0.0057297653553903;0.00001634422887712566;9.71410928096063e-7;3.720040978187e-7;0;0
20;-0.0014814000000000216;-0.0007870400000000166;-0.0010583999999999594;-0.0029986241337873285;-0.0003816082606324143;-0.005991580624778197;0.000016638169768498442;0.000001014864895388964;3.8550215554405767e-7;0;0
21;-0.0014814000000000216;-0.0007870400000000166;-0.0012231999999999799;-0.0029709577666169737;-0.0003885086504002008;-0.006247119512497747;0.00001674157606705071;0.0000010578261093522848;3.990297951078843e-7;0;0
